property_master_id,rera_id,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-D0973DDA4D8F,,Unregistered,,,,,0,1.0,0
PROP-7D3523823132,,Unregistered,,,,,0,1.0,0
PROP-B57E5BD77762,RERA-MHA-33289851,Completed,68.0,27.0,100.0,127.0,21,0.667,2
PROP-0461D7695030,RERA-MHA-88990840,Ongoing,30.0,54.0,55.6,204.0,16,0.875,0
PROP-B048B38ECA3A,,Unregistered,,,,,0,1.0,0
PROP-20AB8949E398,RERA-MHA-87826889,Ongoing,11.0,56.0,19.6,10.0,10,0.9,1
PROP-762402F6B87E,RERA-MHA-69861621,Completed,35.0,34.0,100.0,63.0,24,0.417,0
PROP-06CE9E032708,,Unregistered,,,,,0,1.0,0
PROP-F0257BC123E5,RERA-MHA-06166598,Ongoing,8.0,37.0,21.6,29.0,12,0.417,0
PROP-51DC0C3B710A,,Unregistered,,,,,0,1.0,0
PROP-D19DAFBE0ADB,,Unregistered,,,,,0,1.0,0
PROP-B005C24FEB55,,Unregistered,,,,,0,1.0,0
PROP-B1ABA9C64976,,Unregistered,,,,,0,1.0,0
PROP-DD461E6EEC34,RERA-MHA-69617066,Ongoing,20.0,60.0,33.3,90.0,6,0.833,0
PROP-315509A70EAC,,Unregistered,,,,,0,1.0,0
PROP-3D51C97BBCD5,,Unregistered,,,,,0,1.0,0
PROP-4633318E636E,RERA-MHA-78520207,Ongoing,21.0,33.0,63.6,38.0,18,0.556,0
PROP-47BB57506711,,Unregistered,,,,,0,1.0,0
PROP-5AED91057C45,,Unregistered,,,,,0,1.0,0
PROP-28C952BB9C68,,Unregistered,,,,,0,1.0,0
PROP-9DB9636EF24C,RERA-MHA-20917860,Ongoing,14.0,45.0,31.1,105.0,21,0.333,0
PROP-E5A8E64DDD77,RERA-MHA-40076645,Ongoing,19.0,43.0,44.2,12.0,11,0.818,1
PROP-470B7B50F924,,Unregistered,,,,,0,1.0,0
PROP-999D93EBDA02,RERA-MHA-45587459,Ongoing,25.0,37.0,67.6,32.0,10,0.6,0
PROP-4065703E4820,RERA-MHA-59098485,Ongoing,39.0,52.0,75.0,64.0,5,0.2,0
PROP-ABEF5668AA9D,,Unregistered,,,,,0,1.0,0
PROP-0304BCFF52E5,,Unregistered,,,,,0,1.0,0
PROP-944A12D6A91D,RERA-MHA-49145487,Completed,41.0,25.0,100.0,41.0,14,0.429,0
PROP-EEBCD293F799,RERA-MHA-42071021,Ongoing,31.0,42.0,73.8,77.0,22,0.273,0
PROP-63FC137A042A,RERA-MHA-42071021,Completed,49.0,42.0,100.0,77.0,23,0.609,1
PROP-C6CB9528BB14,RERA-MHA-39829464,Ongoing,38.0,54.0,70.4,27.0,17,0.471,0
PROP-1FE7E8FF94AF,,Unregistered,,,,,0,1.0,0
PROP-64753F415CF9,,Unregistered,,,,,0,1.0,0
PROP-B6817D36DD66,,Unregistered,,,,,0,1.0,0
PROP-8FDF18914555,RERA-MHA-73741823,Completed,89.0,50.0,100.0,209.0,12,0.667,3
PROP-C02F005AAB13,,Unregistered,,,,,0,1.0,0
PROP-41A2106FA7C7,,Unregistered,,,,,0,1.0,0
PROP-0CB168FFE83F,RERA-MHA-48852283,Completed,37.0,34.0,100.0,17.0,13,0.769,0
PROP-54F63D64D9EC,,Unregistered,,,,,0,1.0,0
PROP-4F9A3973B3B6,RERA-MHA-53927318,Ongoing,32.0,46.0,69.6,48.0,20,0.45,0
PROP-DF4F5C19DD7C,RERA-MHA-80778992,Ongoing,10.0,49.0,20.4,245.0,9,0.444,0
PROP-9C57618CB5F6,,Unregistered,,,,,0,1.0,0
PROP-85FDF703E7E4,,Unregistered,,,,,0,1.0,0
PROP-5751984A81CA,,Unregistered,,,,,0,1.0,0
PROP-0F96DB8C5EAE,,Unregistered,,,,,0,1.0,0
PROP-8745A6809553,RERA-MHA-31289650,Ongoing,41.0,51.0,80.4,39.0,12,0.75,0
PROP-FE3D9CF9644E,RERA-MHA-31289650,Ongoing,32.0,51.0,62.7,39.0,12,0.75,0
PROP-7705690F2BED,,Unregistered,,,,,0,1.0,0
PROP-5D41029C24D4,RERA-MHA-02870659,Completed,33.0,31.0,100.0,34.0,9,0.778,0
PROP-A474AF159C00,RERA-MHA-50160560,Ongoing,18.0,46.0,39.1,81.0,13,0.615,0
PROP-6136DADB985E,,Unregistered,,,,,0,1.0,0
PROP-BE0F79CA4D21,RERA-MHA-42925574,Ongoing,20.0,40.0,50.0,87.0,37,0.351,0
PROP-D641A353665A,RERA-MHA-02455932,Ongoing,22.0,49.0,44.9,189.0,9,0.667,0
PROP-B36B54E3592B,,Unregistered,,,,,0,1.0,0
PROP-5187158148DE,RERA-MHA-69861621,Completed,38.0,34.0,100.0,63.0,24,0.417,0
PROP-8D4550CF078E,RERA-MHA-72331317,Ongoing,7.0,37.0,18.9,60.0,6,0.333,0
PROP-6C4E3AA22AD0,,Unregistered,,,,,0,1.0,0
PROP-55488DC86954,,Unregistered,,,,,0,1.0,0
PROP-35E698F8C8E1,,Unregistered,,,,,0,1.0,0
PROP-47EC8CAA2D1D,,Unregistered,,,,,0,1.0,0
PROP-1FA3B8F4485C,RERA-MHA-23798811,Ongoing,29.0,43.0,67.4,26.0,7,0.429,0
PROP-435F8E219C76,,Unregistered,,,,,0,1.0,0
PROP-BCC8A2657637,RERA-MHA-50884449,Ongoing,15.0,39.0,38.5,61.0,13,0.385,0
PROP-29940FFCE6DA,,Unregistered,,,,,0,1.0,0
PROP-06099F7A6044,,Unregistered,,,,,0,1.0,0
PROP-11E540A0887F,,Unregistered,,,,,0,1.0,0
PROP-4CFB50A79031,,Unregistered,,,,,0,1.0,0
PROP-10E37C9D254C,RERA-MHA-85441265,Ongoing,23.0,49.0,46.9,143.0,18,0.333,0
PROP-789BAC22EADB,,Unregistered,,,,,0,1.0,0
PROP-8100E6739818,,Unregistered,,,,,0,1.0,0
PROP-51716900FDDC,,Unregistered,,,,,0,1.0,0
PROP-662CB2C157C5,RERA-MHA-75066548,Ongoing,34.0,53.0,64.2,21.0,14,0.429,0
PROP-5D95C95EF1A4,,Unregistered,,,,,0,1.0,0
PROP-90B5D0DE93B2,,Unregistered,,,,,0,1.0,0
PROP-B1299269B048,,Unregistered,,,,,0,1.0,0
PROP-F692AF9D9DBB,,Unregistered,,,,,0,1.0,0
PROP-1DECA9ACDB81,RERA-MHA-74785383,Ongoing,29.0,42.0,69.0,70.0,13,0.385,0
PROP-E5B888F67F5C,RERA-MHA-06189065,Completed,49.0,38.0,100.0,46.0,21,0.81,1
PROP-BB2C3E8DC24E,,Unregistered,,,,,0,1.0,0
PROP-DB27CC735F53,RERA-MHA-87746102,Ongoing,12.0,41.0,29.3,184.0,13,0.385,0
PROP-33687DA126C8,,Unregistered,,,,,0,1.0,0
PROP-EC0EAA89F8A0,,Unregistered,,,,,0,1.0,0
PROP-B13EC64B4D8C,RERA-MHA-96402495,Ongoing,37.0,45.0,82.2,116.0,6,0.833,0
PROP-FAC598C84F0E,,Unregistered,,,,,0,1.0,0
PROP-9861085A39C1,RERA-MHA-86649368,Ongoing,30.0,45.0,66.7,235.0,9,0.222,0
PROP-DCA99BED79B6,RERA-MHA-16502356,Ongoing,30.0,59.0,50.8,63.0,15,0.733,0
PROP-2215523756AD,RERA-MHA-35305283,Completed,29.0,24.0,100.0,16.0,10,0.5,0
PROP-700864776747,RERA-MHA-55225583,Ongoing,21.0,40.0,52.5,57.0,13,0.385,0
PROP-36F1789F8862,RERA-MHA-46651202,Ongoing,24.0,27.0,88.9,77.0,8,0.5,0
PROP-68A31D5528B2,RERA-MHA-72108293,Completed,43.0,42.0,100.0,78.0,9,0.889,1
PROP-3CD431169E57,,Unregistered,,,,,0,1.0,0
PROP-058E2C2EE6F1,,Unregistered,,,,,0,1.0,0
PROP-C9C572C061F8,,Unregistered,,,,,0,1.0,0
PROP-3C0DA86FA603,,Unregistered,,,,,0,1.0,0
PROP-D185A9F61D04,,Unregistered,,,,,0,1.0,0
PROP-6C8960B60E58,,Unregistered,,,,,0,1.0,0
PROP-8D81DB8D52F2,,Unregistered,,,,,0,1.0,0
PROP-B6850284EB24,,Unregistered,,,,,0,1.0,0
PROP-7DB8ADBD44BC,,Unregistered,,,,,0,1.0,0
PROP-38639A51E9BA,,Unregistered,,,,,0,1.0,0
PROP-4AE14CA254F0,RERA-MHA-12414621,Ongoing,39.0,57.0,68.4,17.0,8,0.625,0
PROP-4B34DF2E4826,,Unregistered,,,,,0,1.0,0
PROP-A0E7E5E1C072,,Unregistered,,,,,0,1.0,0
PROP-C5D43F6935CB,RERA-MHA-12414621,Ongoing,48.0,57.0,84.2,17.0,9,0.667,1
PROP-42FFD58DA91E,RERA-MHA-71488768,Ongoing,6.0,31.0,19.4,151.0,8,0.625,1
PROP-E3B99F7E3211,,Unregistered,,,,,0,1.0,0
PROP-F2350AFC6A34,RERA-MHA-69513003,Ongoing,17.0,57.0,29.8,181.0,5,0.4,0
PROP-F2DAC81E5E8C,,Unregistered,,,,,0,1.0,0
PROP-05A7313F49A0,RERA-MHA-36923130,Ongoing,8.0,56.0,14.3,148.0,16,0.875,1
PROP-327551273E86,,Unregistered,,,,,0,1.0,0
PROP-E79979BC0E1E,,Unregistered,,,,,0,1.0,0
PROP-73C81C400FC6,RERA-MHA-02156820,Ongoing,34.0,44.0,77.3,24.0,15,0.2,0
PROP-8E895F2DDEA5,,Unregistered,,,,,0,1.0,0
PROP-950793A6582E,,Unregistered,,,,,0,1.0,0
PROP-3F46129C47B2,,Unregistered,,,,,0,1.0,0
PROP-5218EDAAA375,,Unregistered,,,,,0,1.0,0
PROP-4109CAA1C340,,Unregistered,,,,,0,1.0,0
PROP-EDA26ACA745F,RERA-MHA-28448151,Ongoing,28.0,42.0,66.7,82.0,13,0.769,0
PROP-4826EC184147,RERA-MHA-43399682,Ongoing,24.0,31.0,77.4,159.0,8,0.75,0
PROP-B949ED31B918,RERA-MHA-64658234,Ongoing,8.0,44.0,18.2,157.0,10,0.5,0
PROP-E33F5D02CC12,,Unregistered,,,,,0,1.0,0
PROP-EA246639395B,,Unregistered,,,,,0,1.0,0
PROP-4C16B4B34BCF,,Unregistered,,,,,0,1.0,0
PROP-B8522EF8B903,RERA-MHA-65386487,Ongoing,9.0,36.0,25.0,116.0,9,0.889,2
PROP-FA833C8312E4,,Unregistered,,,,,0,1.0,0
PROP-52ED767CC21A,,Unregistered,,,,,0,1.0,0
PROP-94212FA15224,,Unregistered,,,,,0,1.0,0
PROP-04A0DCCD6104,RERA-MHA-15051847,Ongoing,21.0,38.0,55.3,113.0,10,0.3,0
PROP-0A87B82184FE,,Unregistered,,,,,0,1.0,0
PROP-FA052F24C986,,Unregistered,,,,,0,1.0,0
PROP-FB98B1EFE668,RERA-MHA-40718913,Ongoing,11.0,51.0,21.6,102.0,6,0.5,0
PROP-B5003EA00232,,Unregistered,,,,,0,1.0,0
PROP-15E5B2810C8D,RERA-MHA-70089716,Ongoing,49.0,56.0,87.5,229.0,12,0.667,0
PROP-5572E846A5A9,,Unregistered,,,,,0,1.0,0
PROP-04557424651D,,Unregistered,,,,,0,1.0,0
PROP-4EB7735D50A8,,Unregistered,,,,,0,1.0,0
PROP-066E89E7255F,RERA-MHA-24166352,Completed,34.0,24.0,100.0,82.0,15,0.867,2
PROP-C72758944E41,,Unregistered,,,,,0,1.0,0
PROP-F004FCB38957,,Unregistered,,,,,0,1.0,0
PROP-8489BADDBE17,,Unregistered,,,,,0,1.0,0
PROP-840B09AFF58E,RERA-MHA-50828682,Ongoing,16.0,42.0,38.1,73.0,6,0.833,0
PROP-970F020A9D98,,Unregistered,,,,,0,1.0,0
PROP-02DB00F21E6E,,Unregistered,,,,,0,1.0,0
PROP-2C2E967222B3,,Unregistered,,,,,0,1.0,0
PROP-ED9683068995,,Unregistered,,,,,0,1.0,0
PROP-B932E597D70D,RERA-MHA-24047777,Ongoing,27.0,50.0,54.0,62.0,22,0.5,0
PROP-112C2126223C,RERA-MHA-52895710,Ongoing,32.0,50.0,64.0,117.0,14,0.571,0
PROP-135921BFE08E,,Unregistered,,,,,0,1.0,0
PROP-D1F660DD1442,,Unregistered,,,,,0,1.0,0
PROP-9223A14BB9CA,,Unregistered,,,,,0,1.0,0
PROP-0C3C607B71D0,,Unregistered,,,,,0,1.0,0
PROP-E1726A7F758A,RERA-MHA-58680647,Ongoing,25.0,36.0,69.4,37.0,5,0.4,1
PROP-BE5E763C94B7,,Unregistered,,,,,0,1.0,0
PROP-500FC0201F61,RERA-MHA-98880163,Ongoing,9.0,57.0,15.8,173.0,9,0.556,0
PROP-B3B39869819A,,Unregistered,,,,,0,1.0,0
PROP-310FDB05101F,,Unregistered,,,,,0,1.0,0
PROP-40861189FC10,RERA-MHA-85403196,Ongoing,26.0,45.0,57.8,237.0,4,0.25,0
PROP-0B0113330B85,,Unregistered,,,,,0,1.0,0
PROP-2522168C356D,,Unregistered,,,,,0,1.0,0
PROP-FF77CEE8C2BF,RERA-MHA-85403196,Completed,62.0,45.0,100.0,237.0,7,0.571,0
PROP-3CCE7316511C,,Unregistered,,,,,0,1.0,0
PROP-5987EFB50FAA,RERA-MHA-37646330,Ongoing,16.0,58.0,27.6,30.0,18,0.667,2
PROP-FA7662BEA7F1,RERA-MHA-19889384,Ongoing,22.0,35.0,62.9,46.0,27,0.519,0
PROP-6559C4BC4EEF,RERA-MHA-62522508,Ongoing,26.0,55.0,47.3,139.0,38,0.526,1
PROP-60150818F6DD,RERA-MHA-34636038,Ongoing,28.0,39.0,71.8,15.0,11,0.636,0
PROP-0A2789408FA0,,Unregistered,,,,,0,1.0,0
PROP-A3F4B3F80695,,Unregistered,,,,,0,1.0,0
PROP-AFDD620B6095,,Unregistered,,,,,0,1.0,0
PROP-FA7F37B350E3,,Unregistered,,,,,0,1.0,0
PROP-F06DD4966B3E,,Unregistered,,,,,0,1.0,0
PROP-C114637323B7,RERA-MHA-09532154,Ongoing,32.0,50.0,64.0,123.0,12,0.667,0
PROP-33AB6D26683F,RERA-MHA-50725956,Completed,38.0,36.0,100.0,101.0,13,0.769,0
PROP-4A73EE6BB111,,Unregistered,,,,,0,1.0,0
PROP-3033494C6345,RERA-MHA-37808155,Completed,41.0,35.0,100.0,62.0,4,0.75,1
PROP-37FE4AEF56C8,RERA-MHA-92500247,Ongoing,37.0,38.0,97.4,150.0,9,0.667,0
PROP-7334F8E148B2,,Unregistered,,,,,0,1.0,0
PROP-D7EA82297F6E,,Unregistered,,,,,0,1.0,0
PROP-48A2189DEDF5,RERA-MHA-10513406,Ongoing,12.0,45.0,26.7,72.0,14,0.643,0
PROP-8FE1FAAB504D,RERA-MHA-10513406,Ongoing,15.0,45.0,33.3,72.0,14,0.643,0
PROP-53B01713B422,,Unregistered,,,,,0,1.0,0
PROP-019DDB234B44,,Unregistered,,,,,0,1.0,0
PROP-5880156ABEB8,,Unregistered,,,,,0,1.0,0
PROP-296503E9CF13,RERA-MHA-70758205,Ongoing,31.0,45.0,68.9,129.0,21,0.762,0
PROP-2268C226B756,RERA-MHA-81544557,Ongoing,19.0,49.0,38.8,112.0,21,0.524,0
PROP-83C1748D320F,,Unregistered,,,,,0,1.0,0
PROP-12FC4BB87802,,Unregistered,,,,,0,1.0,0
PROP-036A40B27112,RERA-MHA-67167566,Ongoing,28.0,39.0,71.8,34.0,8,0.75,1
PROP-8EB6ABD1E5F2,RERA-MHA-49599127,Ongoing,13.0,60.0,21.7,78.0,21,0.333,0
PROP-0E8978129783,,Unregistered,,,,,0,1.0,0
PROP-7963A9BB37DF,,Unregistered,,,,,0,1.0,0
PROP-DB8AD833EF0F,RERA-MHA-48660048,Ongoing,18.0,31.0,58.1,95.0,25,0.48,0
PROP-7813EB02EFD0,RERA-MHA-90500838,Ongoing,36.0,43.0,83.7,132.0,9,0.222,0
PROP-68D4394D50E0,,Unregistered,,,,,0,1.0,0
PROP-8F80444553E0,,Unregistered,,,,,0,1.0,0
PROP-E70C76FA2FA3,RERA-MHA-93089286,Ongoing,28.0,56.0,50.0,127.0,6,0.333,0
PROP-40E4D60ADADF,,Unregistered,,,,,0,1.0,0
PROP-870014E13691,,Unregistered,,,,,0,1.0,0
PROP-61BBDF5BDAFD,,Unregistered,,,,,0,1.0,0
PROP-1D3E1B145217,RERA-MHA-08565932,Ongoing,14.0,49.0,28.6,30.0,12,0.5,0
PROP-49BF184B93EC,,Unregistered,,,,,0,1.0,0
PROP-22B312E08664,,Unregistered,,,,,0,1.0,0
PROP-78DE2137D387,,Unregistered,,,,,0,1.0,0
PROP-F7F08FB28B2A,,Unregistered,,,,,0,1.0,0
PROP-1D98962044A4,,Unregistered,,,,,0,1.0,0
PROP-5AF61630F456,RERA-MHA-55575578,Ongoing,24.0,44.0,54.5,131.0,10,0.5,0
PROP-D76348C943E5,,Unregistered,,,,,0,1.0,0
PROP-ACA5C02C847B,,Unregistered,,,,,0,1.0,0
PROP-B827F9B1FD1E,,Unregistered,,,,,0,1.0,0
PROP-E16B555960F6,,Unregistered,,,,,0,1.0,0
PROP-4C52C6C695ED,,Unregistered,,,,,0,1.0,0
PROP-1DE379F76B98,RERA-MHA-33167174,Ongoing,16.0,57.0,28.1,83.0,13,0.846,3
PROP-20E8514B01C4,,Unregistered,,,,,0,1.0,0
PROP-514D0871D9E2,,Unregistered,,,,,0,1.0,0
PROP-9919941AB576,,Unregistered,,,,,0,1.0,0
PROP-9593A2132F88,,Unregistered,,,,,0,1.0,0
PROP-0E4421ED4B20,RERA-MHA-05667392,Ongoing,18.0,46.0,39.1,100.0,9,0.444,0
PROP-0B67FFF1F22D,,Unregistered,,,,,0,1.0,0
PROP-C6BA346AE95E,,Unregistered,,,,,0,1.0,0
PROP-4D8936F356C7,,Unregistered,,,,,0,1.0,0
PROP-A009C2A66413,,Unregistered,,,,,0,1.0,0
PROP-5BF11293E351,,Unregistered,,,,,0,1.0,0
PROP-CB8691583EDE,RERA-MHA-59633291,Completed,41.0,30.0,100.0,122.0,7,0.857,0
PROP-6703879E071F,,Unregistered,,,,,0,1.0,0
PROP-9777B4A5461C,,Unregistered,,,,,0,1.0,0
PROP-596CD994672F,,Unregistered,,,,,0,1.0,0
PROP-E928040882A8,RERA-MHA-19134935,Ongoing,25.0,40.0,62.5,118.0,5,0.6,0
PROP-270E6B143FB6,RERA-MHA-44785412,Completed,45.0,39.0,100.0,141.0,27,0.63,0
PROP-50ECFF053787,,Unregistered,,,,,0,1.0,0
PROP-AF1E0DBC7AF7,,Unregistered,,,,,0,1.0,0
PROP-9F7F71E46775,,Unregistered,,,,,0,1.0,0
PROP-38930D3E5AD5,,Unregistered,,,,,0,1.0,0
PROP-C19744112D87,,Unregistered,,,,,0,1.0,0
PROP-665F77D1607B,RERA-MHA-65288659,Ongoing,33.0,50.0,66.0,137.0,14,0.643,0
PROP-DC397958987A,RERA-MHA-14064895,Completed,41.0,36.0,100.0,22.0,21,0.762,0
PROP-235474DA63CE,,Unregistered,,,,,0,1.0,0
PROP-657D3C1E314A,RERA-MHA-41997885,Ongoing,19.0,48.0,39.6,148.0,9,0.333,0
PROP-7D2B1F50DA38,,Unregistered,,,,,0,1.0,0
PROP-283ECF1E9987,,Unregistered,,,,,0,1.0,0
PROP-11E4F8B4840D,,Unregistered,,,,,0,1.0,0
PROP-DDAA86DD60E2,,Unregistered,,,,,0,1.0,0
PROP-3910BD364DBD,,Unregistered,,,,,0,1.0,0
PROP-15E5C6B23B43,,Unregistered,,,,,0,1.0,0
PROP-0864CF5C88A3,RERA-MHA-28172126,Ongoing,36.0,59.0,61.0,225.0,13,0.308,0
PROP-66D43DD1C718,RERA-MHA-91768219,Ongoing,37.0,49.0,75.5,65.0,14,0.643,1
PROP-32C2217EB51F,RERA-MHA-55171242,Completed,51.0,45.0,100.0,34.0,11,0.818,2
PROP-B5D2587A4084,,Unregistered,,,,,0,1.0,0
PROP-FED97B50482C,RERA-MHA-99472028,Ongoing,6.0,54.0,11.1,270.0,11,0.545,0
PROP-E9EFBC4559DA,,Unregistered,,,,,0,1.0,0
PROP-4B270E81F3A1,,Unregistered,,,,,0,1.0,0
PROP-9B5953DA62EB,RERA-MHA-46875356,Ongoing,26.0,49.0,53.1,190.0,15,0.667,1
PROP-B15E3C15D27C,RERA-MHA-23080082,Ongoing,24.0,51.0,47.1,69.0,6,0.667,0
PROP-01F45FEC86FD,RERA-MHA-93558800,Completed,34.0,34.0,100.0,110.0,13,0.923,0
PROP-728D6487212B,RERA-MHA-70813024,Completed,34.0,31.0,100.0,241.0,13,0.692,1
PROP-586F39E39DD9,,Unregistered,,,,,0,1.0,0
PROP-FAF87833345F,,Unregistered,,,,,0,1.0,0
PROP-D9EA96F771C0,,Unregistered,,,,,0,1.0,0
PROP-038DD18C4306,RERA-MHA-34980394,Ongoing,20.0,59.0,33.9,179.0,24,0.5,0
PROP-470909E0DC3F,,Unregistered,,,,,0,1.0,0
PROP-CE629D62C1E2,RERA-MHA-78688824,Ongoing,30.0,32.0,93.8,102.0,6,0.833,1
PROP-2055C19CB674,RERA-MHA-04307159,Ongoing,21.0,39.0,53.8,178.0,16,0.75,3
PROP-CADB9418C827,RERA-MHA-73404607,Completed,51.0,48.0,100.0,68.0,7,0.857,0
PROP-54221A1FB721,,Unregistered,,,,,0,1.0,0
PROP-39EFEA1A324E,,Unregistered,,,,,0,1.0,0
PROP-5BC87B51A4E9,RERA-MHA-88076175,Ongoing,9.0,33.0,27.3,45.0,6,0.5,0
PROP-F61DCDEEA633,RERA-MHA-65918795,Ongoing,9.0,45.0,20.0,72.0,10,0.5,0
PROP-A0B24C423CFA,RERA-MHA-59486800,Ongoing,26.0,40.0,65.0,37.0,19,0.526,0
PROP-22FA19F99E64,,Unregistered,,,,,0,1.0,0
PROP-37AA36995442,,Unregistered,,,,,0,1.0,0
PROP-F3A128C532B5,,Unregistered,,,,,0,1.0,0
PROP-D9743C70CB37,,Unregistered,,,,,0,1.0,0
PROP-9257FA0F646A,,Unregistered,,,,,0,1.0,0
PROP-82C8A1DA5ECD,,Unregistered,,,,,0,1.0,0
PROP-B1E271462EE0,,Unregistered,,,,,0,1.0,0
PROP-517FCD9BFB61,,Unregistered,,,,,0,1.0,0
PROP-FAB9736DD2EB,RERA-MHA-73404607,Ongoing,12.0,48.0,25.0,68.0,6,0.5,0
PROP-91E5E9CE072D,RERA-MHA-56652408,Ongoing,18.0,47.0,38.3,160.0,6,0.333,0
PROP-67BEADD38850,,Unregistered,,,,,0,1.0,0
PROP-11C7E45524A5,,Unregistered,,,,,0,1.0,0
PROP-1111C1829407,RERA-MHA-34049575,Ongoing,33.0,53.0,62.3,29.0,8,0.375,0
PROP-4C94311153E5,,Unregistered,,,,,0,1.0,0
PROP-E6B0CCE2542F,,Unregistered,,,,,0,1.0,0
PROP-642FEA70C636,RERA-MHA-99032477,Ongoing,11.0,30.0,36.7,77.0,13,0.385,0
PROP-1A4F41B7FCE7,,Unregistered,,,,,0,1.0,0
PROP-9ED697450E69,,Unregistered,,,,,0,1.0,0
PROP-467FA946B3A8,,Unregistered,,,,,0,1.0,0
PROP-C9ACCA4772A3,RERA-MHA-09916155,Ongoing,17.0,37.0,45.9,135.0,16,0.375,0
PROP-1ADDABDB7B09,RERA-MHA-92584188,Ongoing,26.0,38.0,68.4,80.0,15,0.8,0
PROP-C75EF7D0832B,RERA-MHA-83592975,Ongoing,25.0,31.0,80.6,48.0,7,0.429,0
PROP-5F3B2E5E6849,,Unregistered,,,,,0,1.0,0
PROP-D827EBCF7D0C,RERA-MHA-45563887,Completed,60.0,51.0,100.0,172.0,4,0.75,0
PROP-529A695AAAE4,,Unregistered,,,,,0,1.0,0
PROP-52821F74D662,RERA-MHA-70232230,Ongoing,24.0,59.0,40.7,248.0,4,0.25,0
PROP-FE65A2B32D9D,,Unregistered,,,,,0,1.0,0
PROP-4D8D9BA16C41,,Unregistered,,,,,0,1.0,0
PROP-F5447FDE0BD9,,Unregistered,,,,,0,1.0,0
PROP-AB5E011D8379,RERA-MHA-06073193,Ongoing,19.0,54.0,35.2,41.0,14,0.286,0
PROP-44F95501D6A3,,Unregistered,,,,,0,1.0,0
PROP-C78770588BE5,,Unregistered,,,,,0,1.0,0
PROP-5A9F086C4B31,,Unregistered,,,,,0,1.0,0
PROP-0E0D2C5B8C8A,RERA-MHA-52923552,Ongoing,26.0,39.0,66.7,210.0,15,0.733,1
PROP-6F97E026666B,,Unregistered,,,,,0,1.0,0
PROP-028298A1FDB0,,Unregistered,,,,,0,1.0,0
PROP-B2976D206FC2,,Unregistered,,,,,0,1.0,0
PROP-2CF7578F7196,RERA-MHA-48842007,Ongoing,13.0,47.0,27.7,34.0,4,0.25,0
PROP-A4532AB98D48,RERA-MHA-97797130,Ongoing,32.0,54.0,59.3,59.0,18,0.778,0
PROP-6A11CD27BA64,,Unregistered,,,,,0,1.0,0
PROP-B55D0E75BE2D,RERA-MHA-79840350,Completed,36.0,29.0,100.0,147.0,10,0.8,1
PROP-56DAD5711BC9,,Unregistered,,,,,0,1.0,0
PROP-7F8DB76EE4B0,,Unregistered,,,,,0,1.0,0
PROP-013251B1167D,,Unregistered,,,,,0,1.0,0
PROP-5A99A0F43908,,Unregistered,,,,,0,1.0,0
PROP-519AD477F60C,,Unregistered,,,,,0,1.0,0
PROP-79A45AFE3712,,Unregistered,,,,,0,1.0,0
PROP-25DD7C694F53,,Unregistered,,,,,0,1.0,0
PROP-8BCC48934BDE,,Unregistered,,,,,0,1.0,0
PROP-A2E135412DEF,RERA-MHA-20295895,Ongoing,13.0,53.0,24.5,112.0,20,0.45,2
PROP-36FA85B6A013,,Unregistered,,,,,0,1.0,0
PROP-E642C267BE01,,Unregistered,,,,,0,1.0,0
PROP-E747D7455794,,Unregistered,,,,,0,1.0,0
PROP-F8CFD12B8C4C,,Unregistered,,,,,0,1.0,0
PROP-E3773AA070DD,RERA-MHA-97348328,Ongoing,18.0,54.0,33.3,104.0,8,0.5,0
PROP-A3297A74B9DC,,Unregistered,,,,,0,1.0,0
PROP-F1EF5074C249,,Unregistered,,,,,0,1.0,0
PROP-BD9446E2B3FF,RERA-MHA-90616561,Ongoing,7.0,38.0,18.4,36.0,11,0.364,0
PROP-880F6CAE0BAA,,Unregistered,,,,,0,1.0,0
PROP-93A24151E761,RERA-MHA-63700759,Ongoing,13.0,27.0,48.1,101.0,10,0.6,0
PROP-1595632F7447,,Unregistered,,,,,0,1.0,0
PROP-5C38ECF1B9E5,RERA-MHA-65514718,Ongoing,12.0,41.0,29.3,194.0,20,0.75,2
PROP-6C5E68C07BBE,,Unregistered,,,,,0,1.0,0
PROP-C3FA1B8B65F9,RERA-MHA-56175467,Ongoing,29.0,47.0,61.7,147.0,8,0.375,0
PROP-56A7E6F7FE6A,,Unregistered,,,,,0,1.0,0
PROP-C13D925DDF7E,RERA-MHA-45563887,Ongoing,21.0,51.0,41.2,172.0,3,0.667,0
PROP-ACF04D9049CB,RERA-MHA-63557109,Completed,35.0,34.0,100.0,27.0,5,0.8,0
PROP-A3923CD0A479,,Unregistered,,,,,0,1.0,0
PROP-3FA6A4F71660,,Unregistered,,,,,0,1.0,0
PROP-81985D57488B,,Unregistered,,,,,0,1.0,0
PROP-6F4D9D49A4B7,RERA-MHA-39278330,Completed,67.0,32.0,100.0,107.0,12,0.917,0
PROP-E238837A8C7E,RERA-MHA-34625782,Ongoing,16.0,36.0,44.4,125.0,6,0.333,0
PROP-35F456BDA572,,Unregistered,,,,,0,1.0,0
PROP-14DFB39A2D22,,Unregistered,,,,,0,1.0,0
PROP-5E7EBC1E6BFC,,Unregistered,,,,,0,1.0,0
PROP-0D48F8D1C447,,Unregistered,,,,,0,1.0,0
