property_master_id,latitude,longitude,spatial_match_source,accessibility_score,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,restaurants_distance_km,transit_stations_distance_km,highways_distance_km,airports_distance_km,main_roads_distance_km,schools_3km,hospitals_5km,parks_3km,restaurants_1km,transit_stations_3km
PROP-517FCD9BFB61,18.483521189937342,73.86996432640339,city_center_fallback,59.0,1.303,1.301,2.292,2.91,4.107,0.403,1.421,2.25,2.408,34.229,2.069,2,1,2,0,1
PROP-FAB9736DD2EB,18.378868271250816,73.97640517537997,city_center_fallback,34.7,4.395,1.737,4.62,6.424,2.754,9.659,3.03,5.617,0.991,39.484,5.816,0,1,0,0,0
PROP-91E5E9CE072D,18.544779791827214,73.96496925308118,city_center_fallback,45.1,2.053,0.852,3.991,6.567,1.635,1.618,0.43,2.107,10.119,22.856,4.443,2,2,1,1,3
PROP-67BEADD38850,18.712307665546557,73.75289219767816,city_center_fallback,12.7,7.355,8.609,4.629,13.039,15.742,5.559,2.704,9.514,3.006,34.106,10.206,0,0,0,0,0
PROP-11C7E45524A5,18.5047341559845,73.70695664713872,city_center_fallback,32.7,3.864,3.198,4.172,8.288,0.975,2.444,1.523,2.583,5.72,45.779,2.109,0,2,1,0,1
PROP-1111C1829407,18.5047341559845,73.70695664713872,city_center_fallback,32.7,3.864,3.198,4.172,8.288,0.975,2.444,1.523,2.583,5.72,45.779,2.109,0,2,1,0,1
PROP-4C94311153E5,18.55374391029801,73.99282337610903,city_center_fallback,32.4,1.942,3.033,5.273,4.617,2.155,4.296,3.045,2.902,10.643,20.588,1.871,2,3,0,0,1
PROP-E6B0CCE2542F,18.3819189390849,73.76696675765066,city_center_fallback,40.6,1.296,0.821,4.267,7.117,6.464,6.937,3.152,0.463,6.393,49.871,3.113,1,2,0,0,2
PROP-642FEA70C636,18.378260198266847,73.89393910627948,city_center_fallback,35.0,1.988,1.72,2.988,3.461,6.757,10.468,2.093,2.087,7.919,42.701,3.347,2,3,0,0,1
PROP-1A4F41B7FCE7,18.615417735828956,73.99099514960875,city_center_fallback,32.6,3.256,3.919,1.538,10.734,5.06,5.899,1.778,1.253,5.365,14.806,4.214,0,1,0,0,1
PROP-9ED697450E69,18.597669354498283,73.72414741171687,city_center_fallback,32.4,2.431,2.995,3.07,3.636,8.808,2.937,3.297,0.994,5.021,39.584,3.124,1,2,0,0,2
PROP-467FA946B3A8,18.442217792072768,73.98331714595409,city_center_fallback,20.3,4.436,6.599,3.308,1.342,4.366,4.648,0.609,5.439,7.78,32.523,5.884,0,0,0,1,0
PROP-C9ACCA4772A3,18.55139819901402,74.04317914397834,city_center_fallback,20.9,3.025,5.359,3.63,3.717,7.454,5.361,2.787,6.069,14.083,19.186,3.285,0,0,0,0,0
PROP-1ADDABDB7B09,18.712307665546557,73.75289219767816,city_center_fallback,12.7,7.355,8.609,4.629,13.039,15.742,5.559,2.704,9.514,3.006,34.106,10.206,0,0,0,0,0
PROP-C75EF7D0832B,18.617052779239426,74.04062157083904,city_center_fallback,19.3,5.134,6.099,5.664,10.525,2.804,2.848,4.686,2.365,10.214,12.166,3.918,0,0,1,0,1
PROP-5F3B2E5E6849,18.697357321930557,73.86629984313274,city_center_fallback,22.6,3.039,3.86,5.52,12.524,13.896,3.306,0.539,1.616,7.121,22.305,7.228,0,1,0,2,1
PROP-D827EBCF7D0C,18.3633340845264,73.99937165468293,city_center_fallback,20.9,4.45,4.706,7.525,8.628,5.128,12.254,5.383,5.408,3.421,40.597,8.07,0,1,0,0,0
PROP-529A695AAAE4,18.524809431194953,73.90004714572464,city_center_fallback,49.2,2.847,1.021,2.003,3.772,1.508,1.951,0.4,3.063,3.231,28.672,0.914,1,1,1,2,0
PROP-52821F74D662,18.55139819901402,74.04317914397834,city_center_fallback,20.9,3.025,5.359,3.63,3.717,7.454,5.361,2.787,6.069,14.083,19.186,3.285,0,0,0,0,0
PROP-FE65A2B32D9D,18.448642412183908,73.80804683589552,city_center_fallback,39.2,1.961,3.293,2.976,8.916,2.133,4.649,0.317,1.326,2.825,41.454,4.025,1,1,0,2,3
PROP-4D8D9BA16C41,18.47109335682078,73.93043900698548,city_center_fallback,33.0,2.748,2.385,4.462,4.222,6.512,1.848,2.645,0.106,6.436,31.774,1.843,1,2,1,0,1
PROP-F5447FDE0BD9,18.636457977156777,73.69516531890483,city_center_fallback,18.0,3.908,4.185,6.134,6.199,13.983,5.309,3.506,2.737,7.493,41.266,7.285,0,1,0,0,1
PROP-AB5E011D8379,18.55139819901402,74.04317914397834,city_center_fallback,20.9,3.025,5.359,3.63,3.717,7.454,5.361,2.787,6.069,14.083,19.186,3.285,0,0,0,0,0
PROP-44F95501D6A3,18.39589266275067,73.80885175160005,city_center_fallback,23.1,4.943,5.438,3.63,5.89,4.284,8.261,1.755,1.606,2.87,45.865,0.897,0,0,0,0,1
PROP-C78770588BE5,18.696377083608006,74.01174557929258,city_center_fallback,8.0,8.894,7.688,7.884,19.222,8.854,6.633,2.69,2.439,9.401,7.36,6.619,0,0,0,0,1
PROP-5A9F086C4B31,18.47109335682078,73.93043900698548,city_center_fallback,33.0,2.748,2.385,4.462,4.222,6.512,1.848,2.645,0.106,6.436,31.774,1.843,1,2,1,0,1
PROP-0E0D2C5B8C8A,18.492628938155068,73.9839980608357,city_center_fallback,24.7,3.831,4.388,2.306,5.399,7.31,3.68,1.71,1.382,11.068,27.206,1.968,0,1,0,0,2
PROP-6F97E026666B,18.634162183054187,73.98121987272317,city_center_fallback,29.2,4.984,6.183,0.946,13.041,6.58,6.166,4.037,3.333,3.701,13.937,1.889,0,0,0,0,0
PROP-028298A1FDB0,18.690376215882342,73.76761863265735,city_center_fallback,18.3,5.008,5.722,5.264,10.206,12.891,4.399,2.511,6.638,2.755,32.721,7.325,0,0,0,0,0
PROP-B2976D206FC2,18.38689666136795,73.75193017434535,city_center_fallback,32.3,2.644,1.512,4.281,5.773,6.954,6.752,4.61,0.424,5.701,50.514,2.231,1,2,0,0,2
PROP-2CF7578F7196,18.55139819901402,74.04317914397834,city_center_fallback,20.9,3.025,5.359,3.63,3.717,7.454,5.361,2.787,6.069,14.083,19.186,3.285,0,0,0,0,0
PROP-A4532AB98D48,18.38689666136795,73.75193017434535,city_center_fallback,32.3,2.644,1.512,4.281,5.773,6.954,6.752,4.61,0.424,5.701,50.514,2.231,1,2,0,0,2
PROP-6A11CD27BA64,18.5047341559845,73.70695664713872,city_center_fallback,32.7,3.864,3.198,4.172,8.288,0.975,2.444,1.523,2.583,5.72,45.779,2.109,0,2,1,0,1
PROP-B55D0E75BE2D,18.47477128462709,73.83720182426683,city_center_fallback,39.8,2.289,3.799,3.504,6.499,1.856,2.267,0.59,2.296,2.016,37.233,1.814,1,3,1,2,2
PROP-56DAD5711BC9,18.394275009988576,73.76892294032622,city_center_fallback,31.1,2.626,2.105,4.912,6.246,5.187,6.346,3.941,1.359,5.363,48.703,2.138,1,2,0,0,2
PROP-7F8DB76EE4B0,18.70911684910201,73.75857094313243,city_center_fallback,13.2,7.03,8.009,4.936,12.49,15.18,5.464,3.236,8.873,2.996,33.52,9.57,0,0,0,0,0
PROP-013251B1167D,18.571811197856682,73.79214468652434,city_center_fallback,42.3,2.556,1.724,2.963,3.66,1.147,1.879,1.991,3.141,8.464,34.256,2.291,3,6,1,0,0
PROP-5A99A0F43908,18.641505357756373,73.80097512220422,city_center_fallback,49.8,1.919,0.855,3.083,4.186,6.65,1.212,0.172,0.751,1.917,30.35,1.039,2,3,1,1,2
PROP-519AD477F60C,18.617052779239426,74.04062157083904,city_center_fallback,19.3,5.134,6.099,5.664,10.525,2.804,2.848,4.686,2.365,10.214,12.166,3.918,0,0,1,0,1
PROP-79A45AFE3712,18.480297706843483,74.04519350808296,city_center_fallback,24.4,3.843,1.5,4.868,5.369,11.242,5.776,2.935,4.682,14.34,26.97,4.695,0,2,0,0,0
PROP-25DD7C694F53,18.48264174319722,73.70172536804029,city_center_fallback,28.4,5.439,1.227,6.599,6.13,3.432,4.129,1.491,2.593,6.19,47.575,2.286,0,2,0,0,1
PROP-8BCC48934BDE,18.575675807846842,73.69476521019588,city_center_fallback,25.3,2.993,5.979,3.828,0.56,7.346,6.515,1.182,2.937,2.443,43.354,1.717,1,0,0,0,1
PROP-A2E135412DEF,18.38689666136795,73.75193017434535,city_center_fallback,32.3,2.644,1.512,4.281,5.773,6.954,6.752,4.61,0.424,5.701,50.514,2.231,1,2,0,0,2
PROP-36FA85B6A013,18.45599562540065,73.79641760445872,city_center_fallback,37.9,3.315,2.503,2.388,7.952,2.592,3.616,0.903,0.819,2.922,41.719,3.228,0,2,0,1,3
PROP-E642C267BE01,18.634162183054187,73.98121987272317,city_center_fallback,29.2,4.984,6.183,0.946,13.041,6.58,6.166,4.037,3.333,3.701,13.937,1.889,0,0,0,0,0
PROP-E747D7455794,18.5047341559845,73.70695664713872,city_center_fallback,32.7,3.864,3.198,4.172,8.288,0.975,2.444,1.523,2.583,5.72,45.779,2.109,0,2,1,0,1
PROP-F8CFD12B8C4C,18.499126574994726,73.84534684919883,city_center_fallback,31.3,4.122,2.604,3.978,5.456,4.634,2.794,0.962,0.692,2.999,34.679,2.024,0,4,1,0,3
PROP-E3773AA070DD,18.410276221427736,74.00648992254241,city_center_fallback,19.1,5.012,5.392,6.501,4.653,3.33,8.646,3.65,1.451,5.694,35.334,9.121,0,0,0,0,1
PROP-A3297A74B9DC,18.71330103258324,73.77986243057305,city_center_fallback,12.6,5.974,7.698,7.152,12.351,14.927,3.468,1.381,8.22,4.946,31.263,8.929,0,0,0,0,0
PROP-F1EF5074C249,18.448547388289022,73.74871082470727,city_center_fallback,54.6,0.813,3.118,1.94,3.062,5.372,0.673,1.478,3.111,2.75,45.959,1.714,1,1,1,0,0
PROP-BD9446E2B3FF,18.664224242424375,73.72252779814275,city_center_fallback,37.2,1.682,5.084,2.615,9.74,13.174,1.368,4.345,6.776,3.276,37.826,9.68,1,0,1,0,0
PROP-880F6CAE0BAA,18.64092702125676,73.95168751330898,city_center_fallback,27.0,4.372,4.907,3.259,15.044,7.263,6.369,6.31,1.736,0.604,15.889,2.454,0,0,0,0,1
PROP-93A24151E761,18.501427113608433,73.97820642861615,city_center_fallback,26.0,3.153,4.173,3.363,5.36,6.261,2.768,2.643,1.703,10.397,26.528,1.284,0,2,1,0,2
PROP-1595632F7447,18.565716503591247,74.03444902788198,city_center_fallback,21.7,2.972,4.255,4.949,4.804,6.566,6.091,1.469,5.267,12.329,17.83,2.255,0,1,0,0,0
PROP-5C38ECF1B9E5,18.549376,73.857868,secondary_lookup,54.0,0.976,2.487,1.915,7.651,2.747,0.853,0.87,2.03,5.629,29.924,1.488,4,5,4,1,2
PROP-6C5E68C07BBE,18.346200671085295,73.7100531064573,city_center_fallback,22.4,6.913,3.525,2.418,5.215,11.467,2.952,4.43,4.179,6.939,56.837,2.732,0,1,0,0,0
PROP-C3FA1B8B65F9,18.41752874161669,73.66075126335821,city_center_fallback,11.4,9.612,6.731,8.683,7.005,5.23,10.565,5.065,5.553,6.155,55.319,4.191,0,0,0,0,0
PROP-56A7E6F7FE6A,18.442217792072768,73.98331714595409,city_center_fallback,20.3,4.436,6.599,3.308,1.342,4.366,4.648,0.609,5.439,7.78,32.523,5.884,0,0,0,1,0
PROP-C13D925DDF7E,18.3633340845264,73.99937165468293,city_center_fallback,20.9,4.45,4.706,7.525,8.628,5.128,12.254,5.383,5.408,3.421,40.597,8.07,0,1,0,0,0
PROP-ACF04D9049CB,18.354911666850906,73.662059581257,city_center_fallback,17.3,11.553,8.067,2.946,9.675,6.805,7.875,3.585,4.802,1.872,59.726,5.173,0,0,0,0,0
PROP-A3923CD0A479,18.448547388289022,73.74871082470727,city_center_fallback,54.6,0.813,3.118,1.94,3.062,5.372,0.673,1.478,3.111,2.75,45.959,1.714,1,1,1,0,0
PROP-3FA6A4F71660,18.441772095732443,73.84744331214681,city_center_fallback,40.1,1.802,2.271,3.205,7.305,2.083,5.611,1.171,0.497,4.469,39.338,1.809,2,4,0,0,1
PROP-81985D57488B,18.716050389069277,73.71055016189884,city_center_fallback,14.3,7.56,6.503,3.285,15.142,18.351,6.243,3.161,11.725,4.564,38.555,13.6,0,0,0,0,0
PROP-6F4D9D49A4B7,18.658085236650273,73.70351260501627,city_center_fallback,27.7,2.791,3.274,3.578,8.654,14.236,3.457,4.663,5.294,5.177,39.917,9.533,1,1,0,0,0
PROP-E238837A8C7E,18.501427113608433,73.97820642861615,city_center_fallback,26.0,3.153,4.173,3.363,5.36,6.261,2.768,2.643,1.703,10.397,26.528,1.284,0,2,1,0,2
PROP-35F456BDA572,18.67709342445905,73.83339161719438,city_center_fallback,39.7,1.162,2.411,2.917,8.87,10.686,5.042,1.629,3.535,3.013,26.078,4.951,2,1,0,0,0
PROP-14DFB39A2D22,18.686044252711714,73.91263106818965,city_center_fallback,37.8,1.382,0.885,4.57,14.977,13.348,5.282,3.714,3.064,6.35,17.703,5.368,2,2,0,0,0
PROP-5E7EBC1E6BFC,18.39368307156055,73.67036917390158,city_center_fallback,12.2,10.207,7.875,5.846,7.211,5.769,9.645,2.32,3.16,4.145,56.201,2.142,0,0,0,0,0
PROP-0D48F8D1C447,18.531613453818903,73.71057018493346,city_center_fallback,36.2,3.488,6.155,1.45,5.711,2.215,2.852,2.528,1.832,2.783,43.945,4.375,0,0,1,0,1
PROP-C840B62ADC25,18.36859705154984,73.70789848895323,city_center_fallback,19.7,6.585,3.219,3.526,7.313,10.234,5.035,2.619,1.833,6.454,55.195,0.363,0,1,0,0,2
PROP-EF0FC2ADC232,18.48264174319722,73.70172536804029,city_center_fallback,28.4,5.439,1.227,6.599,6.13,3.432,4.129,1.491,2.593,6.19,47.575,2.286,0,2,0,0,1
PROP-5A8634785F1E,18.49181009433503,73.97998864551003,city_center_fallback,25.4,3.439,4.815,2.279,5.785,7.344,3.382,1.567,1.781,10.658,27.445,2.146,0,0,0,0,2
PROP-7CFF038C6D82,18.64385949485172,73.92777134339015,city_center_fallback,34.2,2.368,2.465,4.274,14.179,8.435,3.845,6.223,1.238,2.047,17.872,3.012,1,1,0,0,2
PROP-05EB98F9B79E,18.617410544148306,73.91773651864037,city_center_fallback,43.4,0.492,2.637,3.451,12.499,6.747,3.988,3.102,1.568,3.844,20.318,1.686,3,2,0,0,3
PROP-F8E38FC09FCC,18.483521189937342,73.86996432640339,city_center_fallback,59.0,1.303,1.301,2.292,2.91,4.107,0.403,1.421,2.25,2.408,34.229,2.069,2,1,2,0,1
PROP-3E90936B5408,18.360870035689505,73.9705770025154,city_center_fallback,30.3,3.435,2.982,5.148,8.411,4.785,11.378,4.372,6.92,1.429,41.577,5.059,0,1,0,0,0
PROP-97BF80B92FB0,18.679792580804808,73.72035073088847,city_center_fallback,36.7,3.399,4.99,0.879,11.345,14.571,2.281,5.067,8.191,2.4,37.801,10.533,0,0,1,0,0
PROP-E4D39546C414,18.607233730103378,73.8311634127699,city_center_fallback,57.8,0.122,1.215,1.483,3.306,3.291,4.441,2.907,0.659,5.193,28.786,4.101,2,3,0,0,3
PROP-077E6C92FF08,18.662946711903594,73.67683047615796,city_center_fallback,25.1,5.642,0.674,5.091,9.335,17.224,6.183,4.943,5.702,7.352,42.601,8.069,0,1,0,0,0
PROP-8E1BC94036AF,18.387193594447776,73.9574466997276,city_center_fallback,46.9,2.579,0.488,2.435,5.697,2.656,8.218,1.162,4.876,1.929,39.187,4.329,1,2,0,0,0
PROP-DE40C0A09AFD,18.59694785619057,73.65843849578158,city_center_fallback,12.2,4.571,8.144,7.659,4.223,11.051,9.376,2.665,3.584,6.714,46.164,5.554,0,0,0,0,0
PROP-EB787D73C7DC,18.346200671085295,73.7100531064573,city_center_fallback,22.4,6.913,3.525,2.418,5.215,11.467,2.952,4.43,4.179,6.939,56.837,2.732,0,1,0,0,0
PROP-2F97D90EBB27,18.344076867660785,73.99708215409632,city_center_fallback,22.3,2.589,5.99,6.877,10.609,6.995,14.069,4.108,7.493,4.436,42.744,8.197,1,0,0,0,0
PROP-80679BCCA875,18.556628,73.85929949999999,secondary_lookup,61.4,0.475,2.164,2.713,8.273,2.096,0.115,1.41,2.139,6.321,29.298,1.634,5,5,4,0,1
PROP-427BB62F325C,18.554381,73.8608595,secondary_lookup,59.8,0.364,2.462,2.466,7.975,2.128,0.4,1.37,2.283,6.031,29.327,1.36,5,5,4,0,1
PROP-31679F275D75,18.35204022133055,74.0527979993616,city_center_fallback,12.5,5.356,10.317,10.672,12.675,3.415,16.646,3.843,7.106,9.181,41.105,13.791,0,0,0,0,0
PROP-5E89EAE1291C,18.48085727632623,73.86992107044398,city_center_fallback,60.1,1.012,1.058,1.997,3.013,4.236,0.693,1.188,2.418,2.681,34.461,2.353,1,1,2,0,1
PROP-7ED93828946E,18.478509138524615,73.95421861180175,city_center_fallback,28.5,2.405,4.485,3.346,5.039,7.919,2.366,2.722,2.73,8.33,29.891,2.645,1,1,1,0,1
PROP-2C3582A9D384,18.686044252711714,73.91263106818965,city_center_fallback,37.8,1.382,0.885,4.57,14.977,13.348,5.282,3.714,3.064,6.35,17.703,5.368,2,2,0,0,0
PROP-AFAFB7FC358E,18.3819189390849,73.76696675765066,city_center_fallback,40.6,1.296,0.821,4.267,7.117,6.464,6.937,3.152,0.463,6.393,49.871,3.113,1,2,0,0,2
PROP-D5871F31B3FC,18.346200671085295,73.7100531064573,city_center_fallback,22.4,6.913,3.525,2.418,5.215,11.467,2.952,4.43,4.179,6.939,56.837,2.732,0,1,0,0,0
PROP-9E3F60C7588B,18.55306250149738,73.73251178824607,city_center_fallback,29.9,3.94,4.207,3.422,5.037,5.054,2.277,0.959,1.683,2.878,40.782,3.138,0,2,1,0,3
PROP-A9F7835F6887,18.690376215882342,73.76761863265735,city_center_fallback,18.3,5.008,5.722,5.264,10.206,12.891,4.399,2.511,6.638,2.755,32.721,7.325,0,0,0,0,0
PROP-75928C26C846,18.664224242424375,73.72252779814275,city_center_fallback,37.2,1.682,5.084,2.615,9.74,13.174,1.368,4.345,6.776,3.276,37.826,9.68,1,0,1,0,0
PROP-D611C47AAB89,18.5047341559845,73.70695664713872,city_center_fallback,32.7,3.864,3.198,4.172,8.288,0.975,2.444,1.523,2.583,5.72,45.779,2.109,0,2,1,0,1
PROP-24C399D085C4,18.705470496595993,73.98647678433161,city_center_fallback,10.4,7.941,5.219,8.503,20.563,11.355,8.916,5.537,1.73,8.533,9.648,6.394,0,0,0,0,2
PROP-6F2B114112D0,18.440843498234834,73.72161938359463,city_center_fallback,36.0,2.718,4.088,2.003,1.031,7.946,3.654,3.304,2.752,1.123,48.687,1.871,1,1,0,0,1
PROP-A4A9ADFE584E,18.55306250149738,73.73251178824607,city_center_fallback,29.9,3.94,4.207,3.422,5.037,5.054,2.277,0.959,1.683,2.878,40.782,3.138,0,2,1,0,3
PROP-80F314955A32,18.4742258212241,73.8204763032092,city_center_fallback,44.5,2.795,2.597,3.407,8.221,2.556,1.591,0.188,1.621,0.328,38.492,0.917,1,2,1,2,2
PROP-02D70E2C301B,18.406227813144675,73.81364346597759,city_center_fallback,25.4,4.816,5.295,3.899,5.952,3.437,7.86,0.585,1.538,1.74,44.649,0.392,0,0,0,1,2
PROP-F43E85CE9F7D,18.571811197856682,73.79214468652434,city_center_fallback,42.3,2.556,1.724,2.963,3.66,1.147,1.879,1.991,3.141,8.464,34.256,2.291,3,6,1,0,0
PROP-6BD911622F07,18.406227813144675,73.81364346597759,city_center_fallback,25.4,4.816,5.295,3.899,5.952,3.437,7.86,0.585,1.538,1.74,44.649,0.392,0,0,0,1,2
PROP-10CE836348F3,18.655711879405168,73.7974876805345,city_center_fallback,44.3,1.65,1.208,3.512,5.77,8.271,2.732,1.79,1.662,1.568,30.284,2.354,1,1,1,0,2
PROP-8B75F2107C1E,18.341326255287026,73.7532625057747,city_center_fallback,29.7,3.725,2.961,1.825,3.898,11.15,2.645,3.733,4.795,10.532,54.264,1.422,0,2,1,0,0
PROP-87BC2A39EC39,18.48085727632623,73.86992107044398,city_center_fallback,60.1,1.012,1.058,1.997,3.013,4.236,0.693,1.188,2.418,2.681,34.461,2.353,1,1,2,0,1
PROP-3B51AE728A42,18.459885718976885,73.98587731578017,city_center_fallback,26.5,4.116,5.571,1.34,2.978,6.347,4.483,1.637,4.58,9.76,30.57,3.96,0,0,0,0,0
PROP-3A267EF7EE46,18.346200671085295,73.7100531064573,city_center_fallback,22.4,6.913,3.525,2.418,5.215,11.467,2.952,4.43,4.179,6.939,56.837,2.732,0,1,0,0,0
PROP-25B5EF21FD58,18.425040061906103,73.99786435544124,city_center_fallback,20.8,4.089,5.724,5.073,3.0,3.336,6.931,1.992,3.018,6.488,33.941,7.477,0,0,0,0,0
PROP-89F30265B2D3,18.440843498234834,73.72161938359463,city_center_fallback,36.0,2.718,4.088,2.003,1.031,7.946,3.654,3.304,2.752,1.123,48.687,1.871,1,1,0,0,1
PROP-721CDEB9B570,18.55306250149738,73.73251178824607,city_center_fallback,29.9,3.94,4.207,3.422,5.037,5.054,2.277,0.959,1.683,2.878,40.782,3.138,0,2,1,0,3
PROP-5FFD9E63CD87,18.607233730103378,73.8311634127699,city_center_fallback,57.8,0.122,1.215,1.483,3.306,3.291,4.441,2.907,0.659,5.193,28.786,4.101,2,3,0,0,3
PROP-BA4CA07F778B,18.419545160690856,73.99091560508522,city_center_fallback,22.4,5.036,4.783,4.576,2.736,2.388,6.728,1.76,3.333,5.614,34.717,8.156,0,1,0,0,0
PROP-CBF762B3ABB9,18.55374391029801,73.99282337610903,city_center_fallback,32.4,1.942,3.033,5.273,4.617,2.155,4.296,3.045,2.902,10.643,20.588,1.871,2,3,0,0,1
PROP-D41CE6C0C258,18.346200671085295,73.7100531064573,city_center_fallback,22.4,6.913,3.525,2.418,5.215,11.467,2.952,4.43,4.179,6.939,56.837,2.732,0,1,0,0,0
PROP-79558E28EE67,18.442217792072768,73.98331714595409,city_center_fallback,20.3,4.436,6.599,3.308,1.342,4.366,4.648,0.609,5.439,7.78,32.523,5.884,0,0,0,1,0
PROP-6ED3D1925DF9,18.589848099455573,73.80630410348978,city_center_fallback,63.4,0.141,2.434,0.47,1.695,1.079,2.819,1.357,2.716,6.937,31.995,3.688,2,3,1,0,1
PROP-0E85C9AE5753,18.410276221427736,74.00648992254241,city_center_fallback,19.1,5.012,5.392,6.501,4.653,3.33,8.646,3.65,1.451,5.694,35.334,9.121,0,0,0,0,1
PROP-1EAE5EF39BD4,18.410276221427736,74.00648992254241,city_center_fallback,19.1,5.012,5.392,6.501,4.653,3.33,8.646,3.65,1.451,5.694,35.334,9.121,0,0,0,0,1
PROP-68172BD26D64,18.39368307156055,73.67036917390158,city_center_fallback,12.2,10.207,7.875,5.846,7.211,5.769,9.645,2.32,3.16,4.145,56.201,2.142,0,0,0,0,0
PROP-77294DD6BB0C,18.344076867660785,73.99708215409632,city_center_fallback,22.3,2.589,5.99,6.877,10.609,6.995,14.069,4.108,7.493,4.436,42.744,8.197,1,0,0,0,0
PROP-3562457C4AA5,18.406227813144675,73.81364346597759,city_center_fallback,25.4,4.816,5.295,3.899,5.952,3.437,7.86,0.585,1.538,1.74,44.649,0.392,0,0,0,1,2
PROP-12D367E5B142,18.634162183054187,73.98121987272317,city_center_fallback,29.2,4.984,6.183,0.946,13.041,6.58,6.166,4.037,3.333,3.701,13.937,1.889,0,0,0,0,0
PROP-8803A37018B1,18.453335967487423,74.04411638435546,city_center_fallback,24.4,2.122,3.726,5.111,8.144,9.089,8.141,2.27,5.661,11.903,29.961,6.218,1,1,0,0,0
PROP-3805FE794E96,18.344076867660785,73.99708215409632,city_center_fallback,22.3,2.589,5.99,6.877,10.609,6.995,14.069,4.108,7.493,4.436,42.744,8.197,1,0,0,0,0
PROP-299EECD690EE,18.344263907964258,73.66843539473554,city_center_fallback,18.4,11.141,7.646,1.993,8.501,8.122,6.874,4.193,5.193,3.135,60.057,5.326,0,0,0,0,0
PROP-E856BA58E297,18.49181009433503,73.97998864551003,city_center_fallback,25.4,3.439,4.815,2.279,5.785,7.344,3.382,1.567,1.781,10.658,27.445,2.146,0,0,0,0,2
PROP-9DB4B5C4CD17,18.47109335682078,73.93043900698548,city_center_fallback,33.0,2.748,2.385,4.462,4.222,6.512,1.848,2.645,0.106,6.436,31.774,1.843,1,2,1,0,1
PROP-8CF93AF71907,18.425040061906103,73.99786435544124,city_center_fallback,20.8,4.089,5.724,5.073,3.0,3.336,6.931,1.992,3.018,6.488,33.941,7.477,0,0,0,0,0
PROP-6063CA8BF4D2,18.585868700096437,73.92388364679711,city_center_fallback,46.1,0.933,4.208,1.343,10.933,4.489,2.11,2.031,0.567,6.343,22.016,1.427,2,1,1,0,2
PROP-A24FE160DB0B,18.442217792072768,73.98331714595409,city_center_fallback,20.3,4.436,6.599,3.308,1.342,4.366,4.648,0.609,5.439,7.78,32.523,5.884,0,0,0,1,0
PROP-5BB252543157,18.617052779239426,74.04062157083904,city_center_fallback,19.3,5.134,6.099,5.664,10.525,2.804,2.848,4.686,2.365,10.214,12.166,3.918,0,0,1,0,1
PROP-E8733EE73AE2,18.705470496595993,73.98647678433161,city_center_fallback,10.4,7.941,5.219,8.503,20.563,11.355,8.916,5.537,1.73,8.533,9.648,6.394,0,0,0,0,2
PROP-F635B2C448CD,18.637619160916046,73.76474136458192,city_center_fallback,31.5,4.051,2.926,5.507,5.28,7.96,0.809,2.065,4.566,5.495,34.135,4.796,0,2,1,0,0
PROP-C227B16C5785,18.618311353718838,73.87610373326481,city_center_fallback,38.4,1.934,1.183,3.776,8.18,5.641,3.183,4.338,1.023,7.359,24.011,1.151,4,4,0,0,2
PROP-82E45F1B4040,18.618027836859266,73.69062563108683,city_center_fallback,21.0,2.135,5.874,7.2,4.171,12.037,6.003,2.479,0.643,7.054,42.243,5.475,1,0,0,0,2
PROP-85D0D20D009A,18.38689666136795,73.75193017434535,city_center_fallback,32.3,2.644,1.512,4.281,5.773,6.954,6.752,4.61,0.424,5.701,50.514,2.231,1,2,0,0,2
PROP-5E0E0DAE0DF2,18.354911666850906,73.662059581257,city_center_fallback,17.3,11.553,8.067,2.946,9.675,6.805,7.875,3.585,4.802,1.872,59.726,5.173,0,0,0,0,0
PROP-8596EFC5A64F,18.45599562540065,73.79641760445872,city_center_fallback,37.9,3.315,2.503,2.388,7.952,2.592,3.616,0.903,0.819,2.922,41.719,3.228,0,2,0,1,3
PROP-D35189812D63,18.389306047180927,73.79596914544369,city_center_fallback,28.6,3.412,3.903,2.922,7.005,4.825,7.997,2.996,1.992,3.92,47.282,2.368,0,1,0,0,1
PROP-D2955698590B,18.389306047180927,73.79596914544369,city_center_fallback,28.6,3.412,3.903,2.922,7.005,4.825,7.997,2.996,1.992,3.92,47.282,2.368,0,1,0,0,1
PROP-B6DF006213E5,18.436093978726888,73.83344115954381,city_center_fallback,38.6,1.483,3.038,4.596,7.154,2.487,5.967,0.463,1.167,2.881,40.751,1.309,2,2,0,2,2
PROP-48C5094EAB3C,18.631213202012628,73.95479885326893,city_center_fallback,30.5,3.539,5.277,2.234,13.947,6.14,6.821,5.321,2.008,1.217,16.259,2.701,0,0,0,0,1
PROP-E6CEC9BBB145,18.55374391029801,73.99282337610903,city_center_fallback,32.4,1.942,3.033,5.273,4.617,2.155,4.296,3.045,2.902,10.643,20.588,1.871,2,3,0,0,1
PROP-495D2BCE9AAF,18.461183255487402,73.8388351633668,city_center_fallback,47.2,0.816,4.159,3.084,6.919,0.364,3.556,0.828,2.582,2.484,38.245,2.95,2,2,0,1,1
PROP-F0452D2760F8,18.431988335766462,73.98745163075313,city_center_fallback,21.3,4.464,5.734,3.849,1.693,3.388,5.589,0.745,4.358,6.782,33.484,6.86,0,0,0,1,0
