property_master_id,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change
PROP-6ED3D1925DF9,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-0E85C9AE5753,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1EAE5EF39BD4,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-68172BD26D64,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-77294DD6BB0C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-3562457C4AA5,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-12D367E5B142,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-8803A37018B1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-3805FE794E96,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-299EECD690EE,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-E856BA58E297,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-9DB4B5C4CD17,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8CF93AF71907,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6063CA8BF4D2,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-A24FE160DB0B,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-5BB252543157,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-E8733EE73AE2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-F635B2C448CD,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C227B16C5785,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-82E45F1B4040,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-85D0D20D009A,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-5E0E0DAE0DF2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8596EFC5A64F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-D35189812D63,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-D2955698590B,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-B6DF006213E5,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-48C5094EAB3C,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-E6CEC9BBB145,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-495D2BCE9AAF,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-F0452D2760F8,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-188005F60844,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-409F0773A23D,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-C28EEAB1CF90,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-3646AE63A324,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-BE7766288877,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B01242B46280,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C91D0D2F6FCC,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-DC7D9D13413D,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-CD2460B83308,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-2B717BE67EC4,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-A5B9D1415A4E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-4F3E18350F77,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-82F1AB80716E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A86A7155FE85,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-49B4FC7944FD,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-B3B83C579D7B,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-AA0FFEC4D271,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1B468FB2E347,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4578FCC980AB,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-86DB4B28483E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-D01B19EA5FAE,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-BE0630D65353,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-9F563109B018,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-E9B36E61B507,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-4149FB1168FD,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4FABC8329903,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-9AF0CD1625E1,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-91F387589687,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-BFE4844C22B9,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-029C945DB289,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-80DB941AB84B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A86663C443E0,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-79A644DAC603,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-BDD69A5EA45B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-EBD55CDA3366,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-29C1D33D7BC9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-DB2BDC4AD775,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-38E09D133C42,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-9E1F411F2C63,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-750ECC26561A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C96A8903D87E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-9DC609017C28,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-32BBB3AB27FA,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-82E7EF8EB3F0,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-471765908D14,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6D951E8398AE,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-CD3474A91816,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-9A48FBBB114F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-7D64054442CC,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-170E8E55BC70,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-85AD7C219091,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-0EF77E785976,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-F23EE3B56739,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-9B425F0FA836,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-D6557117D11F,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-DFD6E796FB34,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-1A28549757EF,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-322A3F477194,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C276C177DD60,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-DFD5D337F5B4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AC550DA8A89F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5FDDD3339225,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A7E68362B9E1,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-34079E90375F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-404A8D0E85E1,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-5FE0FAB23EE7,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-756DE0B66A27,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-34BE08EE9327,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-1471863660C6,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-B0DC385BC847,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-EFE6961AB1A4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6BEFF074BF89,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-A72F3CE455E6,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-844FEA368864,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-79A3756F6ADC,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-14FC5A05D657,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-8D40A7AF8D20,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-609277D71A22,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E5F1CE4B6859,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-B19799A28630,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-B6EC395ABFC2,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-23CA3016CA9F,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-1073A7A3F7FF,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-FE0971249CC6,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-21D99D1991EF,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8961185A0636,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-76C893345A7E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-0E99709D4C5E,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-F0742D2CDF7F,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-CDA2A0AB5F39,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-DD413A5ABA93,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-9A7FC4D4058B,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-757EE071097A,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-4DAB8045B547,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-32029C7A84AF,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-B96F9893E0A5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-80E42E6F1ED4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-26388DAD56A4,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-4E1D7BA11A5B,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-DDA9116DAF7E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-044842348003,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1C9FE41A8DB4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-919518ED3A0F,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-B7C74F2E1B96,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-A1A5BE7EE8C8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B9DAFF8D3D76,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-B169FA7E303E,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-2A19538BD185,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-917395C01FC1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CCB8C6E19FC8,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-3E1F36788B6A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-169F6CAF7FC3,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-A337A4A56B4A,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-EAD71130FB6C,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-1847807A5660,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8BFFBB366B41,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-81F507A8ABEB,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B0B828688C61,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5DA266EDC1F8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-179CB8CA3EC9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-95A0F0BC7B11,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-994540E03A0B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-15DD8C665A5D,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-BDC7587B7D0F,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-D67677D65F08,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-F973F03BF731,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-9A4577B5A758,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-3D5A72A14E06,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-4326703C95AA,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-66818C09D607,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-2F53A8EB4AC0,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-D5AB948AD454,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-485FF5B36297,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-5134FB7400B9,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-16539F5480B3,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2BF813435AC4,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-1FFADD4722C5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5EBF23E484B7,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-7C4F986DA28A,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-89EB3F40E0DC,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-3B746E74FEC5,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A7620979369C,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-8A3731312EA8,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-8CD224366BEE,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-0C9C0E19B5B7,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-EE02B767F9D4,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-322A9A93734C,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-6101D9D0815E,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-14AD9AE54FDD,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-3ACC31BABDF4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-DE8520E2BD7D,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-733086894EEF,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-779D284CACCD,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-56A6059D3D89,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-0C0BA6EE62CF,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-01AEF3EBBBFD,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-D9CB1DD0F711,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-8FB38B6B790A,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-FA24825DAA86,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-907A509B10C1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-683F4A26DDBB,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-589E7C63A76B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-D2E09CB44576,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-15CDF11F6ABC,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-AB5D1B36EE46,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-5E63A90E974C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7CE767D91309,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-C9C98F275622,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-340DE7C8DCAE,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-A8C758D83A0D,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-CD768F6295D7,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CD2916DAC649,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-EEAD8922BA8E,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-A4C983CE34DA,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-8A5464BB826A,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-DD153DE52BBC,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-19B12CD4DF4E,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-7F3404A31051,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-0837F5FEB209,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A999BCE08DF7,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-67555383A521,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-6D3EAB779747,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-0321031F9CA0,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-09576784F08D,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-FB94651590C5,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F7B707A8DFBC,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-41C58F4603DB,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-537ECF5FA56A,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1D206A4B3AE7,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-9E30481DB293,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C25ED2F7937C,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-9654897846B0,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-1487CC1811D4,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F30ABBC96624,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-689C00A30632,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-4803772315A9,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-BFD663AE4D5D,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-D0C0A19B1B15,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-BAFCA8BA7060,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7E7631D90398,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3139A2B78A7D,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-92C7CA059B8B,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-032A66170AF5,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-D7B607B692A4,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-8182E3522144,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-A0FFB9A45C51,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-5DE7CAAC6DAA,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B99A92935ADD,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-8F876ABDB135,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-8B92C2A78410,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-FCFE7741EE4A,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-333C68C4F662,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-008F80C63D60,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-D3AA218443DE,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-DA00226ADDE9,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-C1842098EDBE,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-FB0D36CBD496,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-73FBF94E1A0B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-FC8585E65185,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2F9E653D4A65,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F6B703E3FD12,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-9AE8B659470E,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-DB6E46F069A3,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-33B4023864D8,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-5576647D1F92,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CFC3F626DABE,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-7D249CA5335F,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-968E1DAF7711,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-D086CA2A9B7B,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-12CC9FC5C913,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-6E3B740F9045,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-07CC94CACE49,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-9AC15F4BD82E,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-6F2A8E6AB31A,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-1E838D085F6F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E96332C3BBA3,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-42427E9597E2,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-EB7716DF7F59,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-79801CFAA72F,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-0CFD3ECD98AC,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-DA71424DC034,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-77C49CA879C6,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7B5AF3A45CE2,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-3C92476A526D,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-FDF94DE97E94,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B63F0A2B79B8,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-4FC85CDB89AB,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-865664F24B4E,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C1B0FC0F914A,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-D908A76EF12B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E3301DA7D630,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-0106C21B749E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-76765FC38F02,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C21C033575CF,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-EBED92F65A6D,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-28CE565AE044,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-4E0FD5E2CE79,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5A15860526AB,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-A014D8541869,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-3DAF717093DA,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-2E410877E412,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-ADCC0B973750,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-BDCB3D90BFB8,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-425DCDCE91C2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C4F16029ED13,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-81C6E404161F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E610639E2628,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0ACF87343B54,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-83B677C44E98,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3CCCF7911017,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-1339DEDC9554,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8F93B0B331CD,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-63ABB0812E88,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3BA7997A45E9,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-4EA0AA3AB741,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-36150A4AA872,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-A81337AC2E9F,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-A2CA99F38D85,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-29627045D6DF,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-91949250D9AF,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-E361EB02A570,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-1509AB17114D,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-6653EDB96020,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3945FB693EA4,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-7FF75AC1E790,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-6380F541C2C5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A481E7995990,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-63DBE7316DC8,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-DAF443DDF8C5,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-3F25940A3AFF,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-100313787E4E,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-C8CECE94FAFB,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-6C4C9E4EB93E,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-4BF3FCBA94C6,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-2AE4806E8425,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-5BDEEBAF47FC,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-62C217C3E9F8,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-8A6CE07C18C6,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-61F0C0548B5A,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-5A88A24E7C5F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
