property_master_id,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,matched_station_name,matched_station_distance_km
PROP-E388BB87E172,103,58,95,103,173.0,CPCB_DEL_RK_Puram,3.085
PROP-67F4B063000E,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,6.831
PROP-B33272C0944E,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,10.051
PROP-4179AB23CF1A,220,122,199,220,227.7,CPCB_DEL_RK_Puram,33.723
PROP-F6AF4019EE97,190,99,162,190,203.0,CPCB_DEL_RK_Puram,35.321
PROP-A58A2DD68E92,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,34.973
PROP-883934ECCE9C,182,105,171,182,201.7,CPCB_DEL_RK_Puram,34.82
PROP-E7B4B067B606,110,58,95,110,183.3,CPCB_DEL_Anand_Vihar,16.344
PROP-C2436D3C3A5E,121,64,105,121,187.3,CPCB_DEL_Anand_Vihar,7.375
PROP-5ACB9B2EC740,121,64,105,121,187.3,CPCB_DEL_Anand_Vihar,10.047
PROP-7F4B27FB2133,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,7.488
PROP-C170112A3525,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,36.514
PROP-F19E58267ACE,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,41.199
PROP-1B8C4027E2BB,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,7.087
PROP-691E11AF82AA,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,29.377
PROP-E21237B121F4,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,17.239
PROP-3A82C1B76111,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,40.989
PROP-4D7CEB706133,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,12.984
PROP-C1FAAFE0F9EB,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,31.199
PROP-0AC2297048E5,225,123,202,225,146.3,CPCB_DEL_RK_Puram,34.82
PROP-B657F9BDB523,103,58,95,103,173.0,CPCB_DEL_RK_Puram,25.993
PROP-14E05A9BFC89,220,122,199,220,227.7,CPCB_DEL_RK_Puram,21.339
PROP-01591876EF0F,182,105,171,182,201.7,CPCB_DEL_RK_Puram,9.025
PROP-AA887FFC9689,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,23.845
PROP-102F0867298D,220,122,199,220,227.7,CPCB_DEL_RK_Puram,22.389
PROP-4ABF674811FA,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,4.375
PROP-27CBC63C9A14,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,4.375
PROP-2ECBEC80534E,252,137,224,252,148.3,CPCB_DEL_RK_Puram,16.377
PROP-4B21685C31C5,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,12.984
PROP-EEC049CAFADB,414,225,368,414,389.7,CPCB_DEL_RK_Puram,19.158
PROP-FF908741BF94,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,4.375
PROP-8613A993725C,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,21.693
PROP-C8F23A889638,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,26.294
PROP-0EB99C120518,99,56,92,99,169.0,CPCB_DEL_RK_Puram,35.55
PROP-BD121CAE7D03,376,213,348,376,374.7,CPCB_DEL_RK_Puram,21.339
PROP-FE73B221CB5F,391,219,358,391,377.0,CPCB_DEL_RK_Puram,22.389
PROP-9F0BBD6BE33D,220,122,199,220,227.7,CPCB_DEL_RK_Puram,10.488
PROP-6DA81C10D230,98,56,91,98,166.0,CPCB_DEL_RK_Puram,18.337
PROP-B4E990EF175A,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,37.343
PROP-932CC006071F,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,21.611
PROP-579AC477C3DE,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,35.058
PROP-8186C5A1C876,218,119,196,218,139.0,CPCB_DEL_RK_Puram,25.741
PROP-F74DCA280D64,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,26.962
PROP-461535F8BCC2,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,42.619
PROP-066F509FBC0F,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,18.149
PROP-12ED7DC10008,376,213,348,376,374.7,CPCB_DEL_RK_Puram,42.927
PROP-7EC34159BE4A,110,58,95,110,183.3,CPCB_DEL_Anand_Vihar,23.139
PROP-35FECBCC881C,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,21.189
PROP-12108359EF56,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,12.511
PROP-B26BCEE9CB3B,107,61,101,107,172.3,CPCB_DEL_RK_Puram,11.639
PROP-DDED363B4E6D,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,9.36
PROP-82333317AAA8,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,9.36
PROP-1C3CA3395E87,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,28.759
PROP-4F9FA2237784,372,198,324,372,385.7,CPCB_DEL_RK_Puram,21.698
PROP-56048A8299ED,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,4.375
PROP-8A18E58BD143,103,58,95,103,173.0,CPCB_DEL_RK_Puram,7.278
PROP-729866A3420B,225,126,206,225,259.0,CPCB_DEL_Anand_Vihar,9.36
PROP-6DDEC6EB1BFB,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,4.328
PROP-FCABA022BE2E,372,198,324,372,385.7,CPCB_DEL_RK_Puram,7.238
PROP-D87D46A60A83,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,26.123
PROP-0CD29D29A2E5,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,31.199
PROP-19DBEBA635D6,391,219,358,391,377.0,CPCB_DEL_RK_Puram,11.639
PROP-4F655C56AD56,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,29.377
PROP-10685106515E,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,27.332
PROP-373215C46E8A,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,4.375
PROP-479C3D75801A,202,108,178,202,209.0,CPCB_DEL_RK_Puram,21.339
PROP-8891FF878860,182,105,171,182,201.7,CPCB_DEL_RK_Puram,38.004
PROP-771E1DFD65E3,202,108,178,202,209.0,CPCB_DEL_RK_Puram,26.078
PROP-7FEA659C05B5,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,10.383
PROP-D2167AEF155A,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,10.383
PROP-4573AD2763E3,225,126,206,225,259.0,CPCB_DEL_Anand_Vihar,36.348
PROP-8795564E0A77,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,42.619
PROP-623A486EB874,129,72,118,129,215.0,CPCB_DEL_Anand_Vihar,11.739
PROP-ECE1427ED4F9,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,23.845
PROP-E4E347BF69C7,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,28.979
PROP-C6E858FF4ACB,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,12.984
PROP-E5075CFC9B1C,202,108,178,202,209.0,CPCB_DEL_RK_Puram,35.321
PROP-3760C2A4EBCF,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,19.705
PROP-62EB0659BD90,99,56,92,99,169.0,CPCB_DEL_RK_Puram,7.238
PROP-16CC22C7D05E,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,40.989
PROP-0BD9F0CB2C1B,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,9.36
PROP-37B9B0CBF021,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,7.087
PROP-4D6FA16E4065,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,10.047
PROP-E23F91CE2337,184,106,173,184,205.7,CPCB_DEL_RK_Puram,41.209
PROP-40000E6C9B17,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,11.739
PROP-90C4A0CABC87,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,29.377
PROP-12736A4F0142,247,139,228,247,147.7,CPCB_DEL_RK_Puram,18.456
PROP-5BEAA167BC26,190,99,162,190,203.0,CPCB_DEL_RK_Puram,18.456
PROP-BBC137179655,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,23.139
PROP-19C54FF5BDBF,129,72,118,129,215.0,CPCB_DEL_Anand_Vihar,10.447
PROP-4072FB0DF54F,247,139,228,247,147.7,CPCB_DEL_RK_Puram,40.63
PROP-E25932038153,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,10.047
PROP-E48E74C52239,99,56,92,99,169.0,CPCB_DEL_RK_Puram,33.826
PROP-55D3BDB6DA4F,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,40.989
PROP-9262C8B1BF0E,99,56,92,99,169.0,CPCB_DEL_RK_Puram,21.698
PROP-F9AE26D399E0,98,56,91,98,166.0,CPCB_DEL_RK_Puram,25.993
PROP-6074E5CB7A70,184,106,173,184,205.7,CPCB_DEL_RK_Puram,16.657
PROP-F24437E24820,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,21.221
PROP-1ECB2C470728,184,106,173,184,205.7,CPCB_DEL_RK_Puram,37.711
PROP-D6BE86E896F9,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,20.949
PROP-72C0C822BEDA,184,106,173,184,205.7,CPCB_DEL_RK_Puram,27.073
PROP-BCC62E9D8CA7,252,137,224,252,148.3,CPCB_DEL_RK_Puram,11.639
PROP-94F8017B3A20,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,21.611
PROP-BD7B66211C6C,391,219,358,391,377.0,CPCB_DEL_RK_Puram,34.82
PROP-6E7913EB3D32,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,5.94
PROP-B2757C589F50,391,219,358,391,377.0,CPCB_DEL_RK_Puram,26.776
PROP-EFD875D73A36,184,106,173,184,205.7,CPCB_DEL_RK_Puram,16.776
PROP-914456EC43ED,232,126,206,232,143.0,CPCB_DEL_RK_Puram,25.993
PROP-2AE47906AB26,225,123,202,225,146.3,CPCB_DEL_RK_Puram,27.139
PROP-BF118ED57912,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,31.658
PROP-2E6FF74FD8BD,129,72,118,129,215.0,CPCB_DEL_Anand_Vihar,30.806
PROP-97620A160357,372,198,324,372,385.7,CPCB_DEL_RK_Puram,6.424
PROP-F92ECC62D2AA,414,225,368,414,389.7,CPCB_DEL_RK_Puram,25.993
PROP-AA93F3BB9C5D,372,198,324,372,385.7,CPCB_DEL_RK_Puram,29.907
PROP-BDF4B9D4AC18,372,198,324,372,385.7,CPCB_DEL_RK_Puram,29.907
PROP-AAA6D8989B61,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,31.199
PROP-CAA8D428581E,182,105,171,182,201.7,CPCB_DEL_RK_Puram,25.741
PROP-7C174A3733B8,107,61,101,107,172.3,CPCB_DEL_RK_Puram,10.488
PROP-AC4FE8CFA13F,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,10.051
PROP-17989003F56A,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,4.328
PROP-4067C8940872,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,10.051
PROP-B10BBD600E54,108,59,97,108,168.0,CPCB_DEL_RK_Puram,25.993
PROP-D699F610C92F,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,6.365
PROP-6B7AD432C313,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,26.178
PROP-254341295E71,252,137,224,252,148.3,CPCB_DEL_RK_Puram,19.158
PROP-B97C59118B17,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,9.36
PROP-48E34A31273D,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,26.123
PROP-042EFD4DC426,99,56,92,99,169.0,CPCB_DEL_RK_Puram,32.685
PROP-29787F484A52,103,58,95,103,173.0,CPCB_DEL_RK_Puram,26.329
PROP-73AC180F6641,220,122,199,220,227.7,CPCB_DEL_RK_Puram,21.193
PROP-A67A494938EA,103,58,95,103,173.0,CPCB_DEL_RK_Puram,12.189
PROP-ECCF8E696E76,218,119,196,218,139.0,CPCB_DEL_RK_Puram,6.424
PROP-BEE8E83EDD44,391,219,358,391,377.0,CPCB_DEL_RK_Puram,22.389
PROP-5521C4787D00,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,41.199
PROP-F92924B12BF9,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,29.796
PROP-320E741DFF6C,190,99,162,190,203.0,CPCB_DEL_RK_Puram,26.776
PROP-A3E975C10611,107,61,101,107,172.3,CPCB_DEL_RK_Puram,21.339
PROP-CFFB76DF842B,190,99,162,190,203.0,CPCB_DEL_RK_Puram,25.993
PROP-2699E2C58477,110,58,95,110,183.3,CPCB_DEL_Anand_Vihar,21.221
PROP-028CD4A0810C,232,126,206,232,143.0,CPCB_DEL_RK_Puram,42.927
PROP-05C3C94091AD,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,31.658
PROP-39E6F6D320CF,220,122,199,220,227.7,CPCB_DEL_RK_Puram,46.086
PROP-25935D655E1C,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,4.328
PROP-77E612EE5010,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,6.903
PROP-74C352CDE5C2,182,105,171,182,201.7,CPCB_DEL_RK_Puram,26.329
PROP-D6969C6962EA,376,213,348,376,374.7,CPCB_DEL_RK_Puram,18.562
PROP-7658D2B9A7BF,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,23.445
PROP-25ACE83DFDCD,232,126,206,232,143.0,CPCB_DEL_RK_Puram,28.258
PROP-E0DC804C0B86,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,28.759
PROP-DCDF1F96DBBD,110,58,95,110,183.3,CPCB_DEL_Anand_Vihar,32.548
PROP-896B33221EFE,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,16.194
PROP-81F088C5B06E,247,139,228,247,147.7,CPCB_DEL_RK_Puram,7.135
PROP-8B54A49BA724,184,106,173,184,205.7,CPCB_DEL_RK_Puram,46.086
PROP-F4309AA752BE,372,198,324,372,385.7,CPCB_DEL_RK_Puram,2.784
PROP-5AB3CCC319BB,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,31.658
PROP-D08739372267,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,31.199
PROP-9537127B05C0,184,106,173,184,205.7,CPCB_DEL_RK_Puram,21.383
PROP-1212F439B136,232,126,206,232,143.0,CPCB_DEL_RK_Puram,26.776
PROP-D8C23C4EFDE9,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,10.222
PROP-EE3A2B310FA4,372,198,324,372,385.7,CPCB_DEL_RK_Puram,25.993
PROP-19C422615BAA,424,221,362,424,434.3,CPCB_DEL_Anand_Vihar,24.615
PROP-EC5EC5B938A9,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,26.785
PROP-83A62A4C903D,232,126,206,232,143.0,CPCB_DEL_RK_Puram,38.65
PROP-B4228A0769D7,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,29.796
PROP-933EFD859FBC,391,219,358,391,377.0,CPCB_DEL_RK_Puram,15.419
PROP-72794BDD040A,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,21.693
PROP-979AA9C463D9,121,64,105,121,187.3,CPCB_DEL_Anand_Vihar,24.97
PROP-52A6FDE77DFA,225,123,202,225,146.3,CPCB_DEL_RK_Puram,34.82
PROP-DBACD2C42C44,99,56,92,99,169.0,CPCB_DEL_RK_Puram,18.456
PROP-D2C0908B935D,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,27.332
PROP-F91BA169CE69,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,28.98
PROP-1BF4AAED0959,182,105,171,182,201.7,CPCB_DEL_RK_Puram,15.892
PROP-6D4D590C87F4,225,126,206,225,259.0,CPCB_DEL_Anand_Vihar,40.989
PROP-282B80456265,108,59,97,108,168.0,CPCB_DEL_RK_Puram,14.406
PROP-5B3FD2BB0B99,247,139,228,247,147.7,CPCB_DEL_RK_Puram,11.639
PROP-590232BED118,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,31.199
PROP-C8CDAD5BBBF5,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,21.189
PROP-20D4AFB81E68,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,21.853
PROP-1F206B7DB35D,232,126,206,232,143.0,CPCB_DEL_RK_Puram,14.27
PROP-C51DD3CB67F1,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,20.593
PROP-88A123C6BB36,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,9.915
PROP-20EEEB7F1E76,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,47.899
PROP-B33BDA2666D5,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,9.36
PROP-1C7161734D0A,218,119,196,218,139.0,CPCB_DEL_RK_Puram,7.168
PROP-9D997747750A,391,219,358,391,377.0,CPCB_DEL_RK_Puram,25.993
PROP-0E9F88E7CFD6,225,123,202,225,146.3,CPCB_DEL_RK_Puram,41.209
PROP-7C1C95262DB7,252,137,224,252,148.3,CPCB_DEL_RK_Puram,37.711
PROP-805557F2B17F,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,7.053
PROP-D25A2305C46B,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,23.139
PROP-1BA50C88B9CE,376,213,348,376,374.7,CPCB_DEL_RK_Puram,4.6
PROP-1CC959DF0392,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,4.328
PROP-894D05E81F8C,121,64,105,121,187.3,CPCB_DEL_Anand_Vihar,31.658
PROP-9740A2925460,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,31.658
PROP-9EA64F24B21A,218,119,196,218,139.0,CPCB_DEL_RK_Puram,22.389
PROP-7FEE8918F746,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,9.36
PROP-A721EC972FBE,218,119,196,218,139.0,CPCB_DEL_RK_Puram,27.231
PROP-BDDE30E09C3B,220,122,199,220,227.7,CPCB_DEL_RK_Puram,35.321
PROP-20923FA2CB01,414,225,368,414,389.7,CPCB_DEL_RK_Puram,23.681
PROP-450FE548E75E,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,6.365
PROP-552E27E4E2FE,391,219,358,391,377.0,CPCB_DEL_RK_Puram,21.383
PROP-287689C35754,308,174,285,308,179.0,CPCB_DEL_Anand_Vihar,29.988
PROP-3296E4666488,110,59,97,110,198.7,CPCB_DEL_Anand_Vihar,19.776
PROP-6A1E70AA5CFE,372,198,324,372,385.7,CPCB_DEL_RK_Puram,34.511
PROP-49842AC2DD32,182,105,171,182,201.7,CPCB_DEL_RK_Puram,35.55
PROP-582808500BF1,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,28.759
PROP-17D5FD1A5980,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,9.552
PROP-E810F9F8468A,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,37.69
PROP-3FD2E02D958C,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,10.383
PROP-1211F8871F29,247,139,228,247,147.7,CPCB_DEL_RK_Puram,14.406
PROP-90B290F6FFDD,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,23.445
PROP-759B1C709380,110,58,95,110,183.3,CPCB_DEL_Anand_Vihar,4.375
PROP-998FD5811104,391,219,358,391,377.0,CPCB_DEL_RK_Puram,21.339
PROP-ADC319DDB1CF,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,29.796
PROP-53362A4D6A74,232,126,206,232,143.0,CPCB_DEL_RK_Puram,16.377
PROP-53C442DE41D4,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,26.178
PROP-2576499F1A11,391,219,358,391,377.0,CPCB_DEL_RK_Puram,35.76
PROP-56B86891A5DA,184,106,173,184,205.7,CPCB_DEL_RK_Puram,23.39
PROP-BB1A42052464,376,213,348,376,374.7,CPCB_DEL_RK_Puram,35.825
PROP-7738C2D066E5,391,219,358,391,377.0,CPCB_DEL_RK_Puram,7.238
PROP-BA00F3582FAC,108,59,97,108,168.0,CPCB_DEL_RK_Puram,11.097
PROP-10B3F7846261,414,225,368,414,389.7,CPCB_DEL_RK_Puram,23.227
PROP-AA441C9659B2,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,18.913
PROP-1B1FF8F3C3BA,376,213,348,376,374.7,CPCB_DEL_RK_Puram,33.723
PROP-35F055A640FC,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,28.98
PROP-273866F1255A,98,56,91,98,166.0,CPCB_DEL_RK_Puram,41.209
PROP-CD5F861DFC1E,252,137,224,252,148.3,CPCB_DEL_RK_Puram,23.39
PROP-E6DF6DA88276,182,105,171,182,201.7,CPCB_DEL_RK_Puram,7.174
PROP-293C757721AB,218,119,196,218,139.0,CPCB_DEL_RK_Puram,39.758
PROP-6B48C2D1ECDB,184,106,173,184,205.7,CPCB_DEL_RK_Puram,10.488
PROP-FE0AE8D1769D,372,198,324,372,385.7,CPCB_DEL_RK_Puram,25.908
PROP-502125E8148D,182,105,171,182,201.7,CPCB_DEL_RK_Puram,46.086
PROP-20066B54B861,182,105,171,182,201.7,CPCB_DEL_RK_Puram,11.975
PROP-6E2346C87A35,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,35.058
PROP-8321C265D6DD,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,30.806
PROP-6BF8989B7261,184,106,173,184,205.7,CPCB_DEL_RK_Puram,28.15
PROP-48E9CE227720,108,59,97,108,168.0,CPCB_DEL_RK_Puram,4.431
PROP-EDDDEDD9DD42,391,219,358,391,377.0,CPCB_DEL_RK_Puram,32.959
PROP-28DEECE1BF8F,107,61,101,107,172.3,CPCB_DEL_RK_Puram,32.959
PROP-A06E5F18DEC8,182,105,171,182,201.7,CPCB_DEL_RK_Puram,32.959
PROP-3470C6246477,311,165,271,311,182.7,CPCB_DEL_Anand_Vihar,19.705
PROP-CD6EB10A8A9C,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,40.989
PROP-7467ECA4EF22,107,61,101,107,172.3,CPCB_DEL_RK_Puram,15.892
PROP-4194E6191A3B,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,7.488
PROP-B7400FA32E14,376,213,348,376,374.7,CPCB_DEL_RK_Puram,14.406
PROP-81337294428B,414,225,368,414,389.7,CPCB_DEL_RK_Puram,34.511
PROP-5E1A8D49AF54,190,99,162,190,203.0,CPCB_DEL_RK_Puram,14.777
PROP-846DB9EEDF9C,225,123,202,225,146.3,CPCB_DEL_RK_Puram,15.419
PROP-CBA92F4A5F80,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,40.989
PROP-4F4E58F2E6AF,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,9.36
PROP-000227284A55,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,40.989
PROP-D266F6BD0ABE,376,213,348,376,374.7,CPCB_DEL_RK_Puram,33.723
PROP-E31B213DA46A,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,23.445
PROP-68A1E9DDDBEE,129,72,118,129,215.0,CPCB_DEL_Anand_Vihar,9.008
PROP-DD36A602315A,121,64,105,121,187.3,CPCB_DEL_Anand_Vihar,40.989
PROP-1BB2D54C32FB,372,198,324,372,385.7,CPCB_DEL_RK_Puram,17.329
PROP-398D23A73527,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,21.189
PROP-5FFF972493E8,220,122,199,220,227.7,CPCB_DEL_RK_Puram,15.018
PROP-C1D6CE96163B,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,18.149
PROP-1728ADFFE3A6,232,126,206,232,143.0,CPCB_DEL_RK_Puram,23.651
PROP-7AEC3D8AF51E,182,105,171,182,201.7,CPCB_DEL_RK_Puram,14.777
PROP-3823DDF935AF,202,108,178,202,209.0,CPCB_DEL_RK_Puram,24.638
PROP-745990587C5B,290,153,250,290,175.7,CPCB_DEL_Anand_Vihar,35.058
PROP-33A32ECC59E8,276,151,248,276,173.7,CPCB_DEL_Anand_Vihar,8.022
PROP-59C0B66AB512,419,237,388,419,443.3,CPCB_DEL_Anand_Vihar,40.989
PROP-9E81EF174828,218,117,192,218,256.0,CPCB_DEL_Anand_Vihar,21.923
PROP-7918A0543BED,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,24.97
PROP-60EC457D0936,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,28.98
PROP-6F901CE1707C,414,225,368,414,389.7,CPCB_DEL_RK_Puram,25.993
PROP-B8CCA5B077EC,252,137,224,252,148.3,CPCB_DEL_RK_Puram,28.15
PROP-39E81FB8972D,98,56,91,98,166.0,CPCB_DEL_RK_Puram,22.389
PROP-B225A8C6224E,372,198,324,372,385.7,CPCB_DEL_RK_Puram,40.63
PROP-1B72B6E9EDBF,372,198,324,372,385.7,CPCB_DEL_RK_Puram,35.321
PROP-8E56F9D006D4,225,123,202,225,146.3,CPCB_DEL_RK_Puram,37.384
PROP-B78800F491B9,232,126,206,232,143.0,CPCB_DEL_RK_Puram,19.158
PROP-B03B3B46D32E,220,122,199,220,227.7,CPCB_DEL_RK_Puram,21.124
PROP-3253F7DCACDC,182,105,171,182,201.7,CPCB_DEL_RK_Puram,21.383
PROP-E07545FB994B,184,106,173,184,205.7,CPCB_DEL_RK_Puram,22.389
PROP-5A133BACF6BE,225,126,206,225,259.0,CPCB_DEL_Anand_Vihar,15.057
PROP-D106EFBB1FB7,376,213,348,376,374.7,CPCB_DEL_RK_Puram,34.644
PROP-1355605F38C5,376,213,348,376,374.7,CPCB_DEL_RK_Puram,10.488
PROP-61B8A9AEFA98,428,228,373,428,449.7,CPCB_DEL_Anand_Vihar,9.36
PROP-C42F61D7812F,129,72,118,129,215.0,CPCB_DEL_Anand_Vihar,20.494
PROP-676C42CA4778,202,108,178,202,209.0,CPCB_DEL_RK_Puram,22.389
PROP-A08BC850FD3D,228,126,207,228,239.7,CPCB_DEL_Anand_Vihar,18.913
PROP-372A2F4351B9,117,64,106,117,193.0,CPCB_DEL_Anand_Vihar,20.949
PROP-20BB187570CC,108,59,97,108,168.0,CPCB_DEL_RK_Puram,3.085
PROP-0EBA19EF740C,288,166,272,288,181.7,CPCB_DEL_Anand_Vihar,10.383
PROP-D5C014EAD97E,372,198,324,372,385.7,CPCB_DEL_RK_Puram,25.63
PROP-46EEF5F879C0,254,132,217,254,260.0,CPCB_DEL_Anand_Vihar,24.97
PROP-D51585FA641A,202,108,178,202,209.0,CPCB_DEL_RK_Puram,17.329
PROP-2C60ABC5A4FD,184,106,173,184,205.7,CPCB_DEL_RK_Puram,11.639
PROP-1FE024C16000,99,56,92,99,169.0,CPCB_DEL_RK_Puram,24.977
PROP-E9539E4B5285,414,225,368,414,389.7,CPCB_DEL_RK_Puram,33.866
PROP-3BC470DF3E55,372,198,324,372,385.7,CPCB_DEL_RK_Puram,24.523
PROP-4F05BDF246E9,202,108,178,202,209.0,CPCB_DEL_RK_Puram,21.193
PROP-762D7C1106F9,256,137,225,256,252.3,CPCB_DEL_Anand_Vihar,9.552
PROP-3A525EDA554C,218,119,196,218,139.0,CPCB_DEL_RK_Puram,35.321
PROP-0A6C33856758,433,233,381,433,445.0,CPCB_DEL_Anand_Vihar,19.705
PROP-97C92653EB1E,252,137,224,252,148.3,CPCB_DEL_RK_Puram,23.651
PROP-214CE85D66CF,99,56,92,99,169.0,CPCB_DEL_RK_Puram,5.357
PROP-53D5A88CABF0,202,108,178,202,209.0,CPCB_DEL_RK_Puram,2.784
