property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-0E436CC01F75,,0,Unregistered,,,,,0,1.0,0
PROP-89DB5C955770,,0,Unregistered,,,,,0,1.0,0
PROP-CC4A04D94FF0,RERA-DEL-31122441,1,Ongoing,34.0,73.0,46.6,251.0,86,0.337,0
PROP-04FF2270BFF0,,0,Unregistered,,,,,0,1.0,0
PROP-4FC936DF52E0,,0,Unregistered,,,,,0,1.0,0
PROP-2881C654070A,,0,Unregistered,,,,,0,1.0,0
PROP-C36AF2A7880F,,0,Unregistered,,,,,0,1.0,0
PROP-4BB0E61F5F60,,0,Unregistered,,,,,0,1.0,0
PROP-E29D629583AB,,0,Unregistered,,,,,0,1.0,0
PROP-A8CED0BBBA64,RERA-DEL-82436892,1,Ongoing,30.0,37.0,81.1,59.0,11,0.545,0
PROP-F00AE04E6F23,,0,Unregistered,,,,,0,1.0,0
PROP-8ADD8FCC4510,,0,Unregistered,,,,,0,1.0,0
PROP-6DF5280D0DDA,RERA-DEL-97553443,1,Completed,37.0,34.0,100.0,89.0,17,0.824,1
PROP-5C3C3417BFD8,,0,Unregistered,,,,,0,1.0,0
PROP-D7BA85E3AF7D,,0,Unregistered,,,,,0,1.0,0
PROP-85AE75716AFE,,0,Unregistered,,,,,0,1.0,0
PROP-F5746A1CF282,,0,Unregistered,,,,,0,1.0,0
PROP-23EDD4460354,,0,Unregistered,,,,,0,1.0,0
PROP-8E2BB7626A55,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,90,0.611,3
PROP-AFB5153F0914,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,90,0.722,3
PROP-49102F1284E4,,0,Unregistered,,,,,0,1.0,0
PROP-4B85EE245DE9,,0,Unregistered,,,,,0,1.0,0
PROP-140A583DC9E9,,0,Unregistered,,,,,0,1.0,0
PROP-72F029F617F1,RERA-DEL-15444107,1,Ongoing,9.0,60.0,15.0,90.0,9,0.667,0
PROP-0A7AA3C4817D,,0,Unregistered,,,,,0,1.0,0
PROP-01521F78DB4E,,0,Unregistered,,,,,0,1.0,0
PROP-676C58C2BC0E,,0,Unregistered,,,,,0,1.0,0
PROP-B84DB00BA1A2,,0,Unregistered,,,,,0,1.0,0
PROP-473A6EB7D34C,,0,Unregistered,,,,,0,1.0,0
PROP-EC6AD2AC7ED3,RERA-DEL-39998266,1,Ongoing,28.0,29.0,96.6,148.0,17,0.588,0
PROP-3B92F6F14B60,RERA-DEL-83443499,1,Ongoing,21.0,46.0,45.7,88.0,15,0.933,1
PROP-5D320F7FBB15,,0,Unregistered,,,,,0,1.0,0
PROP-48BD97DC15BC,RERA-DEL-34116426,1,Ongoing,8.0,60.0,13.3,78.0,18,0.111,0
PROP-E521E9380B1A,,0,Unregistered,,,,,0,1.0,0
PROP-BF3EE91B3685,,0,Unregistered,,,,,0,1.0,0
PROP-C81C482E8DBA,,0,Unregistered,,,,,0,1.0,0
PROP-9AFE824D460F,RERA-DEL-57801646,1,Ongoing,36.0,70.0,51.4,94.0,90,0.722,3
PROP-DA2CFD19577C,,0,Unregistered,,,,,0,1.0,0
PROP-308319A38177,RERA-DEL-34064622,1,Completed,65.0,25.0,100.0,93.0,17,0.882,2
PROP-7943E12603DE,,0,Unregistered,,,,,0,1.0,0
PROP-1234DBC5A7DB,,0,Unregistered,,,,,0,1.0,0
PROP-C8D4C2511FF7,RERA-DEL-80278755,1,Ongoing,9.0,58.0,15.5,65.0,10,0.6,0
PROP-FAA96398FD90,,0,Unregistered,,,,,0,1.0,0
PROP-0F8511993A29,,0,Unregistered,,,,,0,1.0,0
PROP-D2AC4DFA1C46,RERA-DEL-62328319,1,Ongoing,28.0,35.0,80.0,84.0,11,0.727,0
PROP-85525BF30BC5,,0,Unregistered,,,,,0,1.0,0
PROP-E7AFCFFFF12C,,0,Unregistered,,,,,0,1.0,0
PROP-BCCB4AC191B0,RERA-DEL-50251146,1,Completed,43.0,38.0,100.0,207.0,4,1.0,0
PROP-248BF857ECDB,,0,Unregistered,,,,,0,1.0,0
PROP-71485F03A905,,0,Unregistered,,,,,0,1.0,0
PROP-C1CA172DB56F,,0,Unregistered,,,,,0,1.0,0
PROP-08142B2DFC66,RERA-DEL-58722194,1,Ongoing,16.0,30.0,53.3,190.0,11,0.727,0
PROP-94DF5E9CBD2F,,0,Unregistered,,,,,0,1.0,0
PROP-F75828ED24E4,,0,Unregistered,,,,,0,1.0,0
PROP-BC23CBA8EB08,,0,Unregistered,,,,,0,1.0,0
PROP-3B81AF689DF6,,0,Unregistered,,,,,0,1.0,0
PROP-3D5DAACB3A3B,,0,Unregistered,,,,,0,1.0,0
PROP-0D2DDF75A316,,0,Unregistered,,,,,0,1.0,0
PROP-82EF1BB7B08F,,0,Unregistered,,,,,0,1.0,0
PROP-A0B5DF2002AF,,0,Unregistered,,,,,0,1.0,0
PROP-442C169970A5,,0,Unregistered,,,,,0,1.0,0
PROP-E0FA33A38AE7,,0,Unregistered,,,,,0,1.0,0
PROP-C41684EEAA6A,RERA-DEL-38554649,1,Completed,35.0,31.0,100.0,125.0,6,0.667,0
PROP-9A8EBA23A698,RERA-DEL-60931179,1,Ongoing,29.0,45.0,64.4,42.0,5,0.6,0
PROP-367B62AD49A1,,0,Unregistered,,,,,0,1.0,0
PROP-4C22985A6D6D,,0,Unregistered,,,,,0,1.0,0
PROP-E030E458A81F,,0,Unregistered,,,,,0,1.0,0
PROP-4A88A58BFFF4,,0,Unregistered,,,,,0,1.0,0
PROP-64A9933E4584,,0,Unregistered,,,,,0,1.0,0
PROP-0E7E9F18A0AA,,0,Unregistered,,,,,0,1.0,0
PROP-549DBB48BD9C,,0,Unregistered,,,,,0,1.0,0
PROP-198A5F0ACE25,,0,Unregistered,,,,,0,1.0,0
PROP-68C2FD19FC66,,0,Unregistered,,,,,0,1.0,0
PROP-2394FD255807,RERA-DEL-92590947,1,Ongoing,21.0,57.0,36.8,50.0,12,0.833,0
PROP-3C646CEF63C9,,0,Unregistered,,,,,0,1.0,0
PROP-112BB77B34A4,,0,Unregistered,,,,,0,1.0,0
PROP-D9DF34095063,,0,Unregistered,,,,,0,1.0,0
PROP-D0961CFF571E,,0,Unregistered,,,,,0,1.0,0
PROP-3022E0DC6208,,0,Unregistered,,,,,0,1.0,0
PROP-6F7E70BE88AE,RERA-DEL-86934542,1,Ongoing,8.0,26.0,30.8,50.0,4,0.0,0
PROP-8EC3A78EEA23,,0,Unregistered,,,,,0,1.0,0
PROP-F418742B80B2,,0,Unregistered,,,,,0,1.0,0
PROP-C3C6AE283AAE,,0,Unregistered,,,,,0,1.0,0
PROP-6E7FCEF32621,,0,Unregistered,,,,,0,1.0,0
PROP-C79274115C10,,0,Unregistered,,,,,0,1.0,0
PROP-C9DC557FD3ED,,0,Unregistered,,,,,0,1.0,0
PROP-917F7B3E0E10,,0,Unregistered,,,,,0,1.0,0
PROP-337F7ACF1863,RERA-DEL-23920642,1,Ongoing,28.0,48.0,58.3,50.0,14,0.786,2
PROP-8668B0B45D3A,,0,Unregistered,,,,,0,1.0,0
PROP-223223122222,,0,Unregistered,,,,,0,1.0,0
PROP-401E53878E7A,,0,Unregistered,,,,,0,1.0,0
PROP-03A97BF4BEBB,,0,Unregistered,,,,,0,1.0,0
PROP-7F1223BF1316,,0,Unregistered,,,,,0,1.0,0
PROP-BF35C650C25A,,0,Unregistered,,,,,0,1.0,0
PROP-7CDE29DC0CB5,,0,Unregistered,,,,,0,1.0,0
PROP-AE14E8110F88,,0,Unregistered,,,,,0,1.0,0
PROP-4A347E7DA3DC,,0,Unregistered,,,,,0,1.0,0
PROP-DC8F580FB026,,0,Unregistered,,,,,0,1.0,0
PROP-EB8EC86E0145,,0,Unregistered,,,,,0,1.0,0
PROP-96B2F6C04D05,,0,Unregistered,,,,,0,1.0,0
PROP-FFFE87A3E212,,0,Unregistered,,,,,0,1.0,0
PROP-9B6BF6A96D23,,0,Unregistered,,,,,0,1.0,0
PROP-9C04EDBFD7E1,,0,Unregistered,,,,,0,1.0,0
PROP-10DE5E387B4F,,0,Unregistered,,,,,0,1.0,0
PROP-EB90449282A7,,0,Unregistered,,,,,0,1.0,0
PROP-66AA1CED91A6,,0,Unregistered,,,,,0,1.0,0
PROP-AB0BBD0C6D49,,0,Unregistered,,,,,0,1.0,0
PROP-F8DB9F59EF80,,0,Unregistered,,,,,0,1.0,0
PROP-E3D10AF931CD,,0,Unregistered,,,,,0,1.0,0
PROP-9174EBA2D849,,0,Unregistered,,,,,0,1.0,0
PROP-88FA36346BF5,,0,Unregistered,,,,,0,1.0,0
PROP-258B93367EED,,0,Unregistered,,,,,0,1.0,0
PROP-A769840801B9,,0,Unregistered,,,,,0,1.0,0
PROP-4668552D21AF,,0,Unregistered,,,,,0,1.0,0
PROP-2116C7174CE2,,0,Unregistered,,,,,0,1.0,0
PROP-7226DB39E5D6,,0,Unregistered,,,,,0,1.0,0
PROP-684CB2DBD872,,0,Unregistered,,,,,0,1.0,0
PROP-A736DF97F593,,0,Unregistered,,,,,0,1.0,0
PROP-7888F755E083,,0,Unregistered,,,,,0,1.0,0
PROP-30109E081BB1,,0,Unregistered,,,,,0,1.0,0
PROP-C53EE29FC18B,,0,Unregistered,,,,,0,1.0,0
PROP-AEB5C72998AB,,0,Unregistered,,,,,0,1.0,0
PROP-45E74B98F378,RERA-DEL-73793264,1,Ongoing,14.0,30.0,46.7,41.0,12,0.917,3
PROP-42DF070E6054,,0,Unregistered,,,,,0,1.0,0
PROP-A9CD64C59637,,0,Unregistered,,,,,0,1.0,0
PROP-77DD4E044C4F,,0,Unregistered,,,,,0,1.0,0
PROP-A84AA2542E81,,0,Unregistered,,,,,0,1.0,0
PROP-17520DAA4844,,0,Unregistered,,,,,0,1.0,0
PROP-11988C4F82E9,,0,Unregistered,,,,,0,1.0,0
PROP-30D41CFF3687,,0,Unregistered,,,,,0,1.0,0
PROP-C58BDB4AA746,,0,Unregistered,,,,,0,1.0,0
PROP-DC171F7ADEE0,,0,Unregistered,,,,,0,1.0,0
PROP-D2643575F9F5,,0,Unregistered,,,,,0,1.0,0
PROP-E9F0DBB60F68,,0,Unregistered,,,,,0,1.0,0
PROP-E579069D97A4,,0,Unregistered,,,,,0,1.0,0
PROP-4620EC3E2D4C,,0,Unregistered,,,,,0,1.0,0
PROP-E136AFB41AAB,,0,Unregistered,,,,,0,1.0,0
PROP-694024E2D49F,,0,Unregistered,,,,,0,1.0,0
PROP-EB8B5CCFFF16,,0,Unregistered,,,,,0,1.0,0
PROP-D10BC7F2308E,,0,Unregistered,,,,,0,1.0,0
PROP-8D9E4F1E374E,,0,Unregistered,,,,,0,1.0,0
PROP-FE837A4267CD,,0,Unregistered,,,,,0,1.0,0
PROP-97A38F091DC9,,0,Unregistered,,,,,0,1.0,0
PROP-D5B4EF2541BA,RERA-DEL-05175996,1,Ongoing,14.0,32.0,43.8,89.0,8,0.5,0
PROP-79D675EE9B48,,0,Unregistered,,,,,0,1.0,0
PROP-1ABEABC9B812,,0,Unregistered,,,,,0,1.0,0
PROP-9B6F5A1B2283,,0,Unregistered,,,,,0,1.0,0
PROP-9D31F8432500,,0,Unregistered,,,,,0,1.0,0
PROP-07FD9D409C2B,,0,Unregistered,,,,,0,1.0,0
PROP-2DAC9C0C3B13,RERA-DEL-13838410,1,Ongoing,12.0,27.0,44.4,93.0,6,0.333,0
PROP-34832EC108C6,,0,Unregistered,,,,,0,1.0,0
PROP-71047BE9001E,,0,Unregistered,,,,,0,1.0,0
PROP-2D71DE6197E7,,0,Unregistered,,,,,0,1.0,0
PROP-CF85484E3B69,,0,Unregistered,,,,,0,1.0,0
PROP-70B169A99A09,RERA-DEL-34236102,1,Completed,28.0,24.0,100.0,55.0,75,0.2,0
PROP-2829892DA3A4,,0,Unregistered,,,,,0,1.0,0
PROP-0CAA620973F7,,0,Unregistered,,,,,0,1.0,0
PROP-BF1D53745752,,0,Unregistered,,,,,0,1.0,0
PROP-F2C0D5600AD6,,0,Unregistered,,,,,0,1.0,0
PROP-D1B7D7E4298F,,0,Unregistered,,,,,0,1.0,0
PROP-0B78C3E796BE,,0,Unregistered,,,,,0,1.0,0
PROP-F8D574A565FA,,0,Unregistered,,,,,0,1.0,0
PROP-C431CBCA17A2,RERA-DEL-57801646,1,Ongoing,30.0,46.0,65.2,24.0,90,0.689,3
PROP-CEEE5A496BBE,,0,Unregistered,,,,,0,1.0,0
PROP-01A71E860DCF,,0,Unregistered,,,,,0,1.0,0
PROP-DFB2A7406E7E,,0,Unregistered,,,,,0,1.0,0
PROP-2FD047487216,,0,Unregistered,,,,,0,1.0,0
PROP-36362E58DE21,RERA-DEL-57801646,1,Ongoing,24.0,70.0,34.3,94.0,89,0.517,2
PROP-7D9769ED2EB4,,0,Unregistered,,,,,0,1.0,0
PROP-105F48F5EBFA,,0,Unregistered,,,,,0,1.0,0
PROP-8DF8BD783FFA,,0,Unregistered,,,,,0,1.0,0
PROP-5C624AA959C3,,0,Unregistered,,,,,0,1.0,0
PROP-4AAC7E81B559,RERA-DEL-99053485,1,Completed,35.0,35.0,100.0,183.0,11,0.818,1
PROP-4CE62A4B211E,,0,Unregistered,,,,,0,1.0,0
PROP-D1CC3203672B,,0,Unregistered,,,,,0,1.0,0
PROP-25E86BB07309,,0,Unregistered,,,,,0,1.0,0
PROP-4F37C5473479,,0,Unregistered,,,,,0,1.0,0
PROP-4C2AE5909832,,0,Unregistered,,,,,0,1.0,0
PROP-422D8FF3805E,,0,Unregistered,,,,,0,1.0,0
PROP-33085E47F93C,,0,Unregistered,,,,,0,1.0,0
PROP-9DF8C4F6B13B,,0,Unregistered,,,,,0,1.0,0
PROP-D229752894DA,,0,Unregistered,,,,,0,1.0,0
PROP-29E7D83E9088,,0,Unregistered,,,,,0,1.0,0
PROP-4B9ADCB1ADA4,,0,Unregistered,,,,,0,1.0,0
PROP-86F48AFB0B6C,,0,Unregistered,,,,,0,1.0,0
PROP-678E3BDBC3A5,,0,Unregistered,,,,,0,1.0,0
PROP-75D49CA47D8D,,0,Unregistered,,,,,0,1.0,0
PROP-13742D3BBC03,,0,Unregistered,,,,,0,1.0,0
PROP-D1A89469E9C1,,0,Unregistered,,,,,0,1.0,0
PROP-9398CC3312AD,,0,Unregistered,,,,,0,1.0,0
PROP-69E9DDAFF548,,0,Unregistered,,,,,0,1.0,0
PROP-ED08C4B7A719,,0,Unregistered,,,,,0,1.0,0
PROP-47FB4041FB4F,,0,Unregistered,,,,,0,1.0,0
PROP-4F589D2007F1,,0,Unregistered,,,,,0,1.0,0
PROP-B4E0A84B609D,,0,Unregistered,,,,,0,1.0,0
PROP-309FFB921D96,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,75,0.2,0
PROP-9C3EEB35B420,,0,Unregistered,,,,,0,1.0,0
PROP-7540204492AD,,0,Unregistered,,,,,0,1.0,0
PROP-51650FD0CB30,,0,Unregistered,,,,,0,1.0,0
PROP-B79F2A09A2F7,RERA-DEL-32191853,1,Ongoing,7.0,45.0,15.6,183.0,13,0.538,0
PROP-E8933B9C69DB,,0,Unregistered,,,,,0,1.0,0
PROP-F6344DD41ED4,,0,Unregistered,,,,,0,1.0,0
PROP-7CFC51728599,,0,Unregistered,,,,,0,1.0,0
PROP-32B3CD03B56E,,0,Unregistered,,,,,0,1.0,0
PROP-1762246A560D,,0,Unregistered,,,,,0,1.0,0
PROP-1D9D85DF1A5C,RERA-DEL-50987892,1,Completed,38.0,25.0,100.0,146.0,23,0.478,0
PROP-696140A14179,,0,Unregistered,,,,,0,1.0,0
PROP-29118C6DA199,RERA-DEL-58668858,1,Ongoing,12.0,29.0,41.4,34.0,11,0.455,0
PROP-687245DC702D,RERA-DEL-86966635,1,Completed,29.0,28.0,100.0,26.0,7,0.714,0
PROP-02E5E0D581BF,RERA-DEL-03500265,1,Ongoing,35.0,42.0,83.3,38.0,8,0.375,0
PROP-20D08C9C2C67,,0,Unregistered,,,,,0,1.0,0
PROP-B618C5B888B5,,0,Unregistered,,,,,0,1.0,0
PROP-41A7F0C89156,,0,Unregistered,,,,,0,1.0,0
PROP-981789C25E81,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,89,0.573,2
PROP-FC25566B0BE4,,0,Unregistered,,,,,0,1.0,0
PROP-22652DC43D2A,,0,Unregistered,,,,,0,1.0,0
PROP-424E3589C095,,0,Unregistered,,,,,0,1.0,0
PROP-DB201B57660D,,0,Unregistered,,,,,0,1.0,0
PROP-9C756F189D42,,0,Unregistered,,,,,0,1.0,0
PROP-7EF2F97973D1,,0,Unregistered,,,,,0,1.0,0
PROP-213CAB0ED87E,,0,Unregistered,,,,,0,1.0,0
PROP-9A58773B866A,RERA-DEL-62328319,1,Ongoing,13.0,35.0,37.1,84.0,11,0.455,0
PROP-F2370F125F82,,0,Unregistered,,,,,0,1.0,0
PROP-5AF26D366A0B,,0,Unregistered,,,,,0,1.0,0
PROP-7C1A441BDE75,,0,Unregistered,,,,,0,1.0,0
PROP-8A69495F80D8,,0,Unregistered,,,,,0,1.0,0
PROP-7D848ADD7EA1,,0,Unregistered,,,,,0,1.0,0
PROP-1369890BD5E9,,0,Unregistered,,,,,0,1.0,0
PROP-7B922B4822CC,,0,Unregistered,,,,,0,1.0,0
PROP-9A37EA8D0FE1,,0,Unregistered,,,,,0,1.0,0
PROP-389B102B35F5,,0,Unregistered,,,,,0,1.0,0
PROP-068B19B3C9A0,,0,Unregistered,,,,,0,1.0,0
PROP-233088F3C34B,RERA-DEL-15705182,1,Ongoing,16.0,35.0,45.7,243.0,13,0.692,0
PROP-DE3A2C21F7E6,RERA-DEL-15705182,1,Ongoing,28.0,35.0,80.0,243.0,13,0.846,0
PROP-7E480EDE5B0B,,0,Unregistered,,,,,0,1.0,0
PROP-5370EEEDBE29,,0,Unregistered,,,,,0,1.0,0
PROP-20F4C14B901D,,0,Unregistered,,,,,0,1.0,0
PROP-AC4A9B5668B4,,0,Unregistered,,,,,0,1.0,0
PROP-11C3DE28806D,,0,Unregistered,,,,,0,1.0,0
PROP-93E19CE98298,,0,Unregistered,,,,,0,1.0,0
PROP-57EC3C0CAB0B,,0,Unregistered,,,,,0,1.0,0
PROP-B0FE0DD0CB3C,,0,Unregistered,,,,,0,1.0,0
PROP-F6B16076EC34,,0,Unregistered,,,,,0,1.0,0
PROP-CD8D2DAC7038,,0,Unregistered,,,,,0,1.0,0
PROP-7948D308FF79,,0,Unregistered,,,,,0,1.0,0
PROP-33CA6709529B,RERA-DEL-07814849,1,Ongoing,7.0,44.0,15.9,50.0,8,0.75,1
PROP-A510F3C17CED,,0,Unregistered,,,,,0,1.0,0
PROP-604E5C3FCE25,,0,Unregistered,,,,,0,1.0,0
PROP-3723387937B4,,0,Unregistered,,,,,0,1.0,0
PROP-35153479FC97,,0,Unregistered,,,,,0,1.0,0
PROP-63672F4748C0,,0,Unregistered,,,,,0,1.0,0
PROP-3B42B34247C3,,0,Unregistered,,,,,0,1.0,0
PROP-5EF29670119D,RERA-DEL-99053485,1,Completed,35.0,35.0,100.0,183.0,9,0.667,0
PROP-300301509063,RERA-DEL-29860005,1,Completed,73.0,45.0,100.0,33.0,7,1.0,0
PROP-A13EB88097CA,,0,Unregistered,,,,,0,1.0,0
PROP-D744952E141D,,0,Unregistered,,,,,0,1.0,0
PROP-5DECD0EDFE64,,0,Unregistered,,,,,0,1.0,0
PROP-D3C02C4B9655,,0,Unregistered,,,,,0,1.0,0
PROP-4FDEB3C4F39F,RERA-DEL-27096308,1,Completed,30.0,25.0,100.0,56.0,11,0.727,0
PROP-BCF42285DAE0,,0,Unregistered,,,,,0,1.0,0
PROP-13987A2B20FE,,0,Unregistered,,,,,0,1.0,0
PROP-4B935477E757,,0,Unregistered,,,,,0,1.0,0
PROP-DA357191F5EE,RERA-DEL-17816125,1,Ongoing,23.0,44.0,52.3,130.0,13,0.692,0
PROP-9CF2940EA2A7,,0,Unregistered,,,,,0,1.0,0
PROP-69FAB1B3CBF8,,0,Unregistered,,,,,0,1.0,0
PROP-FA3A6FAA374C,RERA-DEL-63336715,1,Completed,34.0,30.0,100.0,81.0,15,0.667,0
PROP-1B373ED947CE,RERA-DEL-41188017,1,Ongoing,31.0,56.0,55.4,178.0,59,0.169,0
PROP-98A488E2F1D0,,0,Unregistered,,,,,0,1.0,0
PROP-BB9172F543B5,,0,Unregistered,,,,,0,1.0,0
PROP-CD163290748D,,0,Unregistered,,,,,0,1.0,0
PROP-8C4781E87691,,0,Unregistered,,,,,0,1.0,0
PROP-38657F1345A3,,0,Unregistered,,,,,0,1.0,0
PROP-E388BB87E172,RERA-DEL-38750767,1,Ongoing,13.0,31.0,41.9,55.0,15,0.533,0
PROP-67F4B063000E,RERA-DEL-35843377,1,Completed,35.0,32.0,100.0,166.0,15,0.4,0
PROP-B33272C0944E,,0,Unregistered,,,,,0,1.0,0
PROP-4179AB23CF1A,,0,Unregistered,,,,,0,1.0,0
PROP-F6AF4019EE97,,0,Unregistered,,,,,0,1.0,0
PROP-A58A2DD68E92,,0,Unregistered,,,,,0,1.0,0
PROP-883934ECCE9C,,0,Unregistered,,,,,0,1.0,0
PROP-E7B4B067B606,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,52,0.135,0
PROP-C2436D3C3A5E,,0,Unregistered,,,,,0,1.0,0
PROP-5ACB9B2EC740,RERA-DEL-23121127,1,Ongoing,13.0,35.0,37.1,95.0,10,0.5,0
PROP-7F4B27FB2133,,0,Unregistered,,,,,0,1.0,0
PROP-C170112A3525,,0,Unregistered,,,,,0,1.0,0
PROP-F19E58267ACE,,0,Unregistered,,,,,0,1.0,0
PROP-1B8C4027E2BB,,0,Unregistered,,,,,0,1.0,0
PROP-691E11AF82AA,,0,Unregistered,,,,,0,1.0,0
PROP-E21237B121F4,RERA-DEL-20137431,1,Ongoing,21.0,35.0,60.0,90.0,7,0.857,1
PROP-3A82C1B76111,,0,Unregistered,,,,,0,1.0,0
PROP-4D7CEB706133,,0,Unregistered,,,,,0,1.0,0
PROP-C1FAAFE0F9EB,,0,Unregistered,,,,,0,1.0,0
PROP-0AC2297048E5,,0,Unregistered,,,,,0,1.0,0
PROP-B657F9BDB523,,0,Unregistered,,,,,0,1.0,0
PROP-14E05A9BFC89,,0,Unregistered,,,,,0,1.0,0
PROP-01591876EF0F,,0,Unregistered,,,,,0,1.0,0
PROP-AA887FFC9689,,0,Unregistered,,,,,0,1.0,0
PROP-102F0867298D,,0,Unregistered,,,,,0,1.0,0
PROP-4ABF674811FA,,0,Unregistered,,,,,0,1.0,0
PROP-27CBC63C9A14,,0,Unregistered,,,,,0,1.0,0
PROP-2ECBEC80534E,,0,Unregistered,,,,,0,1.0,0
PROP-4B21685C31C5,,0,Unregistered,,,,,0,1.0,0
PROP-EEC049CAFADB,RERA-DEL-91731306,1,Ongoing,24.0,31.0,77.4,164.0,20,0.4,0
PROP-FF908741BF94,,0,Unregistered,,,,,0,1.0,0
PROP-8613A993725C,,0,Unregistered,,,,,0,1.0,0
PROP-C8F23A889638,,0,Unregistered,,,,,0,1.0,0
PROP-0EB99C120518,,0,Unregistered,,,,,0,1.0,0
PROP-BD121CAE7D03,,0,Unregistered,,,,,0,1.0,0
PROP-FE73B221CB5F,,0,Unregistered,,,,,0,1.0,0
PROP-9F0BBD6BE33D,,0,Unregistered,,,,,0,1.0,0
PROP-6DA81C10D230,,0,Unregistered,,,,,0,1.0,0
PROP-B4E990EF175A,,0,Unregistered,,,,,0,1.0,0
PROP-932CC006071F,,0,Unregistered,,,,,0,1.0,0
PROP-579AC477C3DE,,0,Unregistered,,,,,0,1.0,0
PROP-8186C5A1C876,,0,Unregistered,,,,,0,1.0,0
PROP-F74DCA280D64,,0,Unregistered,,,,,0,1.0,0
PROP-461535F8BCC2,,0,Unregistered,,,,,0,1.0,0
PROP-066F509FBC0F,,0,Unregistered,,,,,0,1.0,0
PROP-12ED7DC10008,,0,Unregistered,,,,,0,1.0,0
PROP-7EC34159BE4A,,0,Unregistered,,,,,0,1.0,0
PROP-35FECBCC881C,,0,Unregistered,,,,,0,1.0,0
PROP-12108359EF56,,0,Unregistered,,,,,0,1.0,0
PROP-B26BCEE9CB3B,RERA-DEL-63180406,1,Ongoing,20.0,25.0,80.0,85.0,25,0.52,0
PROP-DDED363B4E6D,,0,Unregistered,,,,,0,1.0,0
PROP-82333317AAA8,,0,Unregistered,,,,,0,1.0,0
PROP-1C3CA3395E87,,0,Unregistered,,,,,0,1.0,0
PROP-4F9FA2237784,,0,Unregistered,,,,,0,1.0,0
PROP-56048A8299ED,RERA-DEL-44089670,1,Ongoing,8.0,30.0,26.7,135.0,6,0.667,0
PROP-8A18E58BD143,,0,Unregistered,,,,,0,1.0,0
PROP-729866A3420B,,0,Unregistered,,,,,0,1.0,0
PROP-6DDEC6EB1BFB,,0,Unregistered,,,,,0,1.0,0
PROP-FCABA022BE2E,,0,Unregistered,,,,,0,1.0,0
PROP-D87D46A60A83,,0,Unregistered,,,,,0,1.0,0
PROP-0CD29D29A2E5,,0,Unregistered,,,,,0,1.0,0
PROP-19DBEBA635D6,RERA-DEL-90878157,1,Ongoing,11.0,53.0,20.8,60.0,5,0.8,0
PROP-4F655C56AD56,RERA-DEL-02435672,1,Ongoing,38.0,41.0,92.7,42.0,16,0.875,6
PROP-10685106515E,RERA-DEL-00690598,1,Ongoing,24.0,36.0,66.7,115.0,14,0.714,3
PROP-373215C46E8A,,0,Unregistered,,,,,0,1.0,0
PROP-479C3D75801A,RERA-DEL-44061318,1,Ongoing,32.0,35.0,91.4,220.0,13,0.692,0
PROP-8891FF878860,,0,Unregistered,,,,,0,1.0,0
PROP-771E1DFD65E3,,0,Unregistered,,,,,0,1.0,0
PROP-7FEA659C05B5,,0,Unregistered,,,,,0,1.0,0
PROP-D2167AEF155A,,0,Unregistered,,,,,0,1.0,0
PROP-4573AD2763E3,,0,Unregistered,,,,,0,1.0,0
PROP-8795564E0A77,RERA-DEL-06846110,1,Ongoing,32.0,48.0,66.7,26.0,4,0.5,0
PROP-623A486EB874,,0,Unregistered,,,,,0,1.0,0
PROP-ECE1427ED4F9,,0,Unregistered,,,,,0,1.0,0
PROP-E4E347BF69C7,RERA-DEL-26921288,1,Ongoing,14.0,59.0,23.7,158.0,7,0.714,0
PROP-C6E858FF4ACB,,0,Unregistered,,,,,0,1.0,0
PROP-E5075CFC9B1C,,0,Unregistered,,,,,0,1.0,0
PROP-3760C2A4EBCF,RERA-DEL-63336715,1,Ongoing,25.0,30.0,83.3,81.0,15,0.4,0
PROP-62EB0659BD90,,0,Unregistered,,,,,0,1.0,0
PROP-16CC22C7D05E,,0,Unregistered,,,,,0,1.0,0
PROP-0BD9F0CB2C1B,,0,Unregistered,,,,,0,1.0,0
PROP-37B9B0CBF021,,0,Unregistered,,,,,0,1.0,0
PROP-4D6FA16E4065,,0,Unregistered,,,,,0,1.0,0
PROP-E23F91CE2337,,0,Unregistered,,,,,0,1.0,0
PROP-40000E6C9B17,,0,Unregistered,,,,,0,1.0,0
PROP-90C4A0CABC87,,0,Unregistered,,,,,0,1.0,0
PROP-12736A4F0142,,0,Unregistered,,,,,0,1.0,0
PROP-5BEAA167BC26,,0,Unregistered,,,,,0,1.0,0
PROP-BBC137179655,,0,Unregistered,,,,,0,1.0,0
PROP-19C54FF5BDBF,,0,Unregistered,,,,,0,1.0,0
PROP-4072FB0DF54F,RERA-DEL-73633795,1,Ongoing,17.0,24.0,70.8,264.0,55,0.164,0
PROP-E25932038153,,0,Unregistered,,,,,0,1.0,0
PROP-E48E74C52239,,0,Unregistered,,,,,0,1.0,0
