property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p
PROP-BE988E24ECEC,11000000,Delhi,Sector 25 Rohini,Apartment,2,3,1,950,3.0,4.0,,,,28.53905150563588,77.20571093347449,5.733,2.415,5.386,3.139,4.723,3.768,3.047,27.2,6000.0,6000.0,15.0,0.6545,1.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,184,106,173,184,205.7,475.0,1.5,,0.75,6.16541785423142,,2.772588722239781,0.5034988483795297
PROP-2F42F3D73BBA,11000000,Delhi,Sector 14 Rohini,Apartment,2,3,1,900,3.0,,,,,28.505560151294382,77.45559405131229,2.656,5.498,9.462,10.961,5.592,6.984,5.068,19.5,22500.0,22500.0,34.23,2.4545,2.0,129.03,2.84,9.57,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,35.0,38.0,12,0.833,1,428,228,373,428,449.7,450.0,1.5,,,6.111467339502679,,3.561897992353146,1.2396777289467125
PROP-8AC73E8EDAF8,2800000,Delhi,Rohini Sector 28,Apartment,1,2,0,500,4.0,,,,,28.76521729148117,76.941256584258,12.878,5.71,4.752,12.455,9.349,13.747,10.13,9.4,41733.14,22000.0,27.78,9.4286,1758.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,20.0,30.0,6.0,6,0.667,0,376,213,348,376,374.7,500.0,2.0,0.9,,6.2166061010848646,0.6418538861723948,3.359680701459222,2.3445520318153523
PROP-B9EF2832A354,17000000,Delhi,Sector 14 Rohini,Apartment,3,3,0,1200,2.0,3.0,,,,28.505560151294382,77.45559405131229,2.656,5.498,9.462,10.961,5.592,6.984,5.068,19.5,22500.0,22500.0,34.23,1.5882,2.0,106.63,1.78,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,1,Ongoing,56.9,58.0,33.0,5,0.4,0,419,237,388,419,443.3,400.0,1.0,,0.667,5.993961427306569,,3.561897992353146,0.9509626534054327
PROP-315FDB33771C,5170000,Delhi,Uttam Nagar,Apartment,3,3,1,1600,1.0,4.0,,,,28.42118338749854,77.47113236444922,12.023,10.03,4.389,18.506,4.716,3.422,7.226,10.3,12625.0,12000.0,18.78,2.7853,28.0,140.58,2.24,11.19,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,288,166,272,288,181.7,533.333,1.0,,0.25,6.281019240110931,,2.984671326194566,1.3311251439862661
PROP-158809CFCE3B,9500000,Delhi,Sector 25 Rohini,Apartment,2,3,0,900,0.0,4.0,,,,28.53905150563588,77.20571093347449,5.733,2.415,5.386,3.139,4.723,3.768,3.047,27.2,6000.0,6000.0,15.0,0.7579,1.0,136.95,2.67,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,24.0,24.0,10,0.9,2,98,56,91,98,166.0,450.0,1.5,,0.0,6.111467339502679,,2.772588722239781,0.5641199148237083
PROP-39C69B507DAF,13000000,Delhi,Sector 19 Rohini,Apartment,3,3,1,1100,2.0,4.0,,,,28.781793173047184,77.23769195928848,1.825,5.418,3.301,13.826,4.162,8.486,3.806,28.8,25000.0,25000.0,27.78,2.3077,1.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,366.667,1.0,,0.5,5.907177637203295,,3.359680701459222,1.1962530838107168
PROP-6E1CEB85EA10,1650000,Delhi,Hastsal,Apartment,1,1,0,360,1.0,4.0,,,,28.51518357550144,77.03996997004725,1.813,7.3,7.471,10.103,5.588,3.802,2.908,23.6,7500.0,7500.0,13.2,5.4545,2.0,108.21,1.6,7.81,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,202,108,178,202,209.0,360.0,1.0,,0.25,5.8888779583328805,,2.653241964607215,1.864777561964627
PROP-CCBAB0D44868,17500000,Delhi,Sector 12 Dwarka,Apartment,3,3,0,1400,3.0,,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,2.4,5.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,308,174,285,308,179.0,466.667,1.0,,,6.147756504192472,,3.349904087274605,1.2237754316221157
PROP-D07DBB411B4C,25000000,Delhi,Pitampura,Apartment,3,3,1,1800,6.0,,,,,28.72504340643921,77.34477896433398,4.179,7.845,6.232,8.679,12.018,0.908,2.5,24.5,28947.37,30000.0,29.17,1.44,19.0,108.21,1.6,7.81,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Ongoing,38.6,57.0,22.0,11,0.545,0,256,137,225,256,252.3,600.0,1.0,0.972,,6.398594934535208,0.6790482561804436,3.40684805317097,0.8919980393051105
PROP-949775F7D76F,25000000,Delhi,Sector 12 Dwarka,Apartment,4,4,1,2100,8.0,10.0,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,1.68,5.0,106.63,1.78,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,419,237,388,419,443.3,525.0,1.0,,0.8,6.26530121273771,,3.349904087274605,0.9858167945227653
PROP-4D8A8223C5AF,50000000,Delhi,Sector 12 Dwarka,Apartment,5,2,1,3500,9.0,10.0,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,0.84,5.0,117.53,-0.37,5.52,Growth,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,129,72,118,129,215.0,700.0,0.4,,0.9,6.55250788703459,,3.349904087274605,0.6097655716208943
PROP-5077EB5A4744,9300000,Delhi,Sector 7 Rohini,Apartment,2,3,0,1000,,,1.0,,,28.690365912136645,76.89341932172634,7.047,4.707,6.533,20.683,0.323,4.336,13.654,20.3,14500.0,13000.0,44.0,1.6774,5.0,117.92,1.97,8.67,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,220,122,199,220,227.7,500.0,1.5,,,6.2166061010848646,,3.8066624897703196,0.9848461743696603
PROP-A3525A29B082,5700000,Delhi,Palam,Apartment,3,3,0,990,2.0,4.0,,,,28.92840594801182,77.16465005689967,3.346,7.972,6.692,17.083,4.276,12.489,15.641,16.3,13166.67,12500.0,18.33,2.6316,3.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,424,221,362,424,434.3,330.0,1.0,,0.5,5.802118375377063,,2.9616582932202395,1.289673322515465
PROP-42B6F4146A57,2500000,Delhi,Hastsal,Apartment,2,2,1,600,3.0,,,,,28.51518357550144,77.03996997004725,1.813,7.3,7.471,10.103,5.588,3.802,2.908,23.6,7500.0,7500.0,13.2,3.6,2.0,136.95,2.67,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,98,56,91,98,166.0,300.0,1.0,,,5.707110264748875,,2.653241964607215,1.5260563034950492
PROP-F6AFFB2C1CAF,7000000,Delhi,Tilak Nagar,Apartment,2,3,1,1000,3.0,3.0,,,East,28.80489489770565,77.27689945241528,3.569,6.905,6.318,9.933,5.741,9.056,6.363,19.4,19884.62,16000.0,24.0,2.7429,13.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,67.7,31.0,21.0,14,0.429,0,424,221,362,424,434.3,500.0,1.5,,1.0,6.2166061010848646,,3.2188758248682006,1.3198607120278623
PROP-E99896D3AD1C,2000000,Delhi,Chhattarpur,Apartment,1,2,1,450,3.0,,,,,28.912953682719976,77.21763563337183,2.448,6.592,12.423,19.45,10.831,12.141,15.397,17.1,19692.31,18000.0,23.33,10.8,26.0,106.63,1.78,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,419,237,388,419,443.3,450.0,2.0,,,6.111467339502679,,3.1917101567954314,2.468099531471619
PROP-5425F574E202,5100000,Delhi,Sewak Park,Apartment,3,3,1,900,2.0,3.0,,,,28.798678861229494,77.39949683701374,4.33,3.451,6.54,2.055,17.662,3.582,3.483,23.1,41733.14,22000.0,27.78,5.1765,1758.0,133.18,3.0,10.55,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,50.0,36.0,18.0,9,0.889,1,254,132,217,254,260.0,300.0,1.0,,0.667,5.707110264748875,,3.359680701459222,1.8207517679947314
PROP-85B295249755,14000000,Delhi,Sector 12 Dwarka,Apartment,2,3,0,1420,6.0,10.0,,,North-East,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,3.0,5.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Completed,100.0,30.0,46.0,16,0.75,0,424,221,362,424,434.3,710.0,1.5,,0.6,6.566672429803241,,3.349904087274605,1.3862943611198906
PROP-30630E02ABBF,32500000,Delhi,Mayur Vihar Phase 1,Apartment,3,3,1,1450,0.0,7.0,,,,28.85767880839608,77.37293888799341,5.237,6.244,0.787,6.736,15.686,8.209,5.142,24.6,41733.14,22000.0,27.78,0.8123,1758.0,136.95,2.67,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,53.4,58.0,31.0,15,0.867,3,110,59,97,110,198.7,483.333,1.0,,0.0,6.182772686670691,,3.359680701459222,0.5945967568306683
PROP-B6BF9CA6F30E,14000000,Delhi,Pitampura,Apartment,2,3,0,900,1.0,4.0,,,,28.72504340643921,77.34477896433398,4.179,7.845,6.232,8.679,12.018,0.908,2.5,24.5,28947.37,30000.0,29.17,2.5714,19.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,44.8,29.0,13.0,11,0.727,4,276,151,248,276,173.7,450.0,1.5,,0.25,6.111467339502679,,3.40684805317097,1.2729576757808874
PROP-8DA9CBB65E93,3200000,Delhi,Uttam Nagar,Apartment,3,3,1,850,4.0,4.0,,,,28.42118338749854,77.47113236444922,12.023,10.03,4.389,18.506,4.716,3.422,7.226,10.3,12625.0,12000.0,18.78,4.5,28.0,136.95,2.67,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,38.2,55.0,21.0,11,0.818,4,110,59,97,110,198.7,283.333,1.0,,1.0,5.65014608648994,,2.984671326194566,1.7047480922384253
PROP-652F8C12F693,15500000,Delhi,Paschim Vihar,Apartment,3,3,1,1000,0.0,3.0,,,,28.40444105790415,77.31903255729658,10.424,9.535,10.271,15.689,14.139,12.483,3.574,7.4,29105.26,25000.0,30.56,1.9355,19.0,108.21,1.6,7.81,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,202,108,178,202,209.0,333.333,1.0,,0.0,5.812137502284356,,3.4518904959776733,1.0768777965221037
PROP-6E2FD2362270,13000000,Delhi,Mansa Ram Park,Independent House,4,2,0,660,,,1.0,,East,28.585740103314112,76.9082969287079,4.494,6.045,7.433,20.428,12.034,7.77,5.61,15.5,10750.0,10750.0,15.24,0.9923,2.0,140.58,2.24,11.19,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,252,137,224,252,148.3,165.0,0.5,,,5.111987788356544,,2.787477334733532,0.6892897502326406
PROP-CD65ED955CAE,1650000,Delhi,Dwarka Mor,Apartment,1,2,0,450,1.0,4.0,,,,28.61707911884676,77.11928991908644,3.054,0.725,6.502,1.063,2.466,3.54,3.372,36.9,14947.57,11999.0,20.0,8.7265,21.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,88.1,42.0,37.0,13,0.615,0,225,123,202,225,146.3,450.0,2.0,,0.25,6.111467339502679,,3.044522437723423,2.2748541192557346
PROP-147F151C4E16,6200000,Delhi,Dilshad Garden,Apartment,2,3,0,1050,1.0,2.0,,,,28.70387480614044,77.24750764082785,3.904,3.908,6.67,15.864,2.259,3.246,2.618,25.7,15285.71,15000.0,24.44,2.9032,7.0,122.06,1.24,3.98,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,117,64,106,117,193.0,525.0,1.5,,0.5,6.26530121273771,,3.2363227384719213,1.3617967295194904
PROP-A515AA16CC44,4400000,Delhi,Uttam Nagar,Apartment,3,5,0,800,1.0,4.0,,,,28.42118338749854,77.47113236444922,12.023,10.03,4.389,18.506,4.716,3.422,7.226,10.3,12625.0,12000.0,18.78,3.2727,28.0,106.63,1.78,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,419,237,388,419,443.3,266.667,1.667,,0.25,5.589743670607889,,2.984671326194566,1.4522459459125934
PROP-B0E4FD100E30,3500000,Delhi,Chhattarpur,Apartment,2,3,1,900,2.0,,,,,28.912953682719976,77.21763563337183,2.448,6.592,12.423,19.45,10.831,12.141,15.397,17.1,19692.31,18000.0,23.33,6.1714,26.0,117.53,-0.37,5.52,Growth,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,129,72,118,129,215.0,450.0,1.5,,,6.111467339502679,,3.1917101567954314,1.9701008935706887
PROP-97E019CE4F63,21000000,Delhi,Sector 12 Dwarka,Apartment,3,3,1,1853,2.0,10.0,,,North-East,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,2.0,5.0,129.03,2.84,9.57,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,30.0,70.0,17,0.882,0,428,228,373,428,449.7,617.667,1.0,,0.2,6.427567163470995,,3.349904087274605,1.0986122886681098
PROP-CF5854087866,8000000,Delhi,Bindapur,Independent House,4,3,1,900,,,,,,28.476855219774567,77.12218747058725,3.152,5.043,6.268,9.153,3.797,2.328,3.261,23.9,10666.67,11000.0,17.08,1.65,6.0,117.53,-0.37,5.52,Growth,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,107,61,101,107,172.3,225.0,0.75,,,5.420534999272286,,2.89480635496403,0.9745596399981308
PROP-D6DC5A5DAF34,5200000,Delhi,Palam,Apartment,3,2,0,720,1.0,4.0,,,,28.92840594801182,77.16465005689967,3.346,7.972,6.692,17.083,4.276,12.489,15.641,16.3,13166.67,12500.0,18.33,2.8846,3.0,140.58,2.24,11.19,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,288,166,272,288,181.7,240.0,0.667,,0.25,5.484796933490655,,2.9616582932202395,1.3570200184158954
PROP-2C2D6F72142B,9000000,Delhi,Sultanpur,Apartment,3,5,1,4420,1.0,,,,North-West,28.504057184599493,77.4828409824552,4.695,8.011,10.433,13.401,5.859,5.26,6.971,12.3,12500.0,12500.0,21.43,1.6667,2.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,78.8,33.0,26.0,8,0.5,0,424,221,362,424,434.3,1473.333,1.667,,,7.295960963109303,,3.110399348532117,0.9808417529336019
PROP-65C218B7914D,2400000,Delhi,Sector 17 Rohini,Apartment,1,1,1,300,0.0,4.0,,,,28.27871951787243,76.91981990700427,4.977,19.743,11.049,15.506,19.545,15.327,13.076,5.2,16000.0,18000.0,34.19,9.0,3.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,24.0,41.0,86,0.337,0,225,123,202,225,146.3,300.0,1.0,,0.0,5.707110264748875,,3.5607619513334936,2.302585092994046
PROP-94D5EE4F32D5,8500000,Delhi,Sector 8 Dwarka,Apartment,2,2,1,648,4.0,4.0,,,,28.78386629360084,76.91925972474398,10.143,8.472,2.964,13.996,10.442,15.033,10.754,9.8,23000.0,20000.0,28.0,2.8235,7.0,117.92,1.97,8.67,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,220,122,199,220,227.7,324.0,1.0,,1.0,5.783825182329737,,3.367295829986474,1.3411662335021428
PROP-7D5D7D762AC1,2400000,Delhi,Burari,Apartment,2,2,1,630,2.0,3.0,,,,28.78990635836686,76.93516424274095,11.798,7.485,4.647,12.363,11.561,16.099,9.067,7.6,10166.67,10000.0,12.5,5.0,12.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,247,139,228,247,147.7,315.0,1.0,0.992,0.667,5.755742213586912,0.6891391591624065,2.6026896854443837,1.791759469228055
PROP-0AE25E60EC37,21500000,Delhi,Sector 12 Dwarka,Apartment,3,3,1,1700,2.0,10.0,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,1.9535,5.0,117.92,1.97,8.67,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,225,126,206,225,259.0,566.667,1.0,,0.2,6.341534979193467,,3.349904087274605,1.082990907765153
PROP-E706123FFC7E,3200000,Delhi,Chhattarpur,Apartment,2,2,1,650,2.0,,,,,28.912953682719976,77.21763563337183,2.448,6.592,12.423,19.45,10.831,12.141,15.397,17.1,19692.31,18000.0,23.33,6.75,26.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,325.0,1.0,0.892,,5.786897381366708,0.6376344706296866,3.1917101567954314,2.0476928433652555
PROP-9F9735DD1945,8500000,Delhi,Vikaspuri,Apartment,3,3,1,1100,2.0,3.0,,,,28.52387925817792,77.48747925060101,4.457,9.163,12.567,13.064,7.89,6.061,9.27,11.1,29647.0,24000.0,21.9,3.3882,17.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,276,151,248,276,173.7,366.667,1.0,,0.667,5.907177637203295,,3.131136910560194,1.4789191202257124
PROP-F31D14F37FDC,13500000,Delhi,Sector 9 Rohini,Apartment,3,5,1,2000,3.0,3.0,,Fully-Furnished,North,28.87921989644321,77.24555830186073,3.441,1.962,9.251,15.83,7.529,10.895,11.11,25.2,32944.44,28000.0,32.94,2.4889,9.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,78.9,38.0,30.0,18,0.389,0,308,174,285,308,179.0,666.667,1.667,,1.0,6.503789546248707,,3.52459425980608,1.249586500286293
PROP-61668ECF231F,42500000,Delhi,Sector 12 Dwarka,Apartment,5,1,1,3500,9.0,,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,0.9882,5.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,308,174,285,308,179.0,700.0,0.2,,,6.55250788703459,,3.349904087274605,0.6872297067959077
PROP-750F50618F1C,9000000,Delhi,Sector 4 Rohini,Apartment,2,2,0,650,2.0,3.0,,,,28.76803668279761,77.18645970251877,2.444,3.799,4.471,12.886,4.931,5.943,1.499,25.9,18000.0,18000.0,20.0,2.4,1.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,325.0,1.0,,0.667,5.786897381366708,,3.044522437723423,1.2237754316221157
PROP-E7338603DF34,11100000,Delhi,Mayur Vihar Phase 1,Apartment,2,3,1,968,1.0,3.0,,,,28.85767880839608,77.37293888799341,5.237,6.244,0.787,6.736,15.686,8.209,5.142,24.6,41733.14,22000.0,27.78,2.3784,1758.0,129.03,2.84,9.57,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Ongoing,63.0,54.0,34.0,89,0.573,2,428,228,373,428,449.7,484.0,1.5,1.0,0.333,6.184148890937483,0.6931471805599453,3.359680701459222,1.2174022246375968
PROP-4566E3F36596,21500000,Delhi,Sector 12 Dwarka,Apartment,3,3,1,1850,2.0,10.0,,,North-East,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,1.9535,5.0,102.25,2.06,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,1,Ongoing,93.3,30.0,28.0,15,0.4,0,110,58,95,110,183.3,616.667,1.0,,0.2,6.425949477282512,,3.349904087274605,1.082990907765153
PROP-C5621C295539,11000000,Delhi,Patparganj,Apartment,2,2,0,750,2.0,,,,,28.61406274207121,77.27629104568665,1.907,5.127,3.228,10.989,7.078,4.329,1.572,27.9,31400.0,31000.0,28.84,3.3818,10.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,87.2,39.0,34.0,15,0.733,0,276,151,248,276,173.7,375.0,1.0,,,5.929589143389895,,3.3958497753355603,1.477459598871982
PROP-EF63C58FA3DF,8500000,Delhi,Sector 7 Rohini,Independent House,3,2,0,600,,,,,,28.690365912136645,76.89341932172634,7.047,4.707,6.533,20.683,0.323,4.336,13.654,20.3,14500.0,13000.0,44.0,1.8353,5.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,200.0,0.667,,,5.303304908059076,,3.8066624897703196,1.042147751686983
PROP-CA4A037F8554,1700000,Delhi,Mehrauli,Apartment,1,3,1,1000,2.0,,,,,28.557439671002843,76.9665274535501,4.01,3.865,1.198,15.203,13.72,7.068,6.75,30.8,20653.85,20000.0,27.78,14.1176,13.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,1000.0,3.0,,,6.90875477931522,,3.359680701459222,2.7158596279936917
PROP-7ABD81EE685E,1750000,Delhi,Razapur Khurd,Apartment,2,2,1,540,2.0,4.0,,,,28.741742893343293,77.37532611406658,1.674,4.587,7.069,6.184,15.372,4.281,5.857,26.2,7500.0,7500.0,15.31,5.1429,1.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,276,151,248,276,173.7,270.0,1.0,,0.5,5.602118820879701,,2.7917784166329227,1.8152969433580979
PROP-5601E116DBD2,4500000,Delhi,Chandra Park,Apartment,2,2,0,720,2.0,4.0,1.0,,,28.612700539061453,77.14985518559,1.963,1.224,3.492,2.385,0.66,3.664,1.685,43.9,41733.14,22000.0,27.78,5.8667,1758.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,82.0,50.0,41.0,20,0.7,1,232,126,206,232,143.0,360.0,1.0,,0.5,5.8888779583328805,,3.359680701459222,1.9266836414845754
PROP-DBE598F3206D,25000000,Delhi,Sector 12 Dwarka,Apartment,4,4,1,2150,7.0,10.0,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,1.68,5.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,30.0,55.0,17,0.824,0,290,153,250,290,175.7,537.5,1.0,,0.7,6.288787496596443,,3.349904087274605,0.9858167945227653
PROP-BFF2A6B98742,31500000,Delhi,Sector 12 Dwarka,Apartment,4,4,1,2100,7.0,,,,,28.479515320079667,77.39557904209703,5.329,1.221,6.826,9.139,6.527,7.775,2.845,24.6,46600.0,35000.0,27.5,1.3333,5.0,112.76,1.94,8.16,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Completed,100.0,30.0,43.0,16,0.75,0,311,165,271,311,182.7,525.0,1.0,,,6.26530121273771,,3.349904087274605,0.8472835745708761
PROP-101CE30C996C,4500000,Delhi,Mehrauli,Apartment,3,3,1,1100,3.0,4.0,,,,28.557439671002843,76.9665274535501,4.01,3.865,1.198,15.203,13.72,7.068,6.75,30.8,20653.85,20000.0,27.78,5.3333,13.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,366.667,1.0,,0.75,5.907177637203295,,3.359680701459222,1.8458214273265856
