property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,listing_date,price_per_sqft,target_locality_median_ppsf
PROP-6E3EA8418117,16000000,Mumbai,Santacruz East,Apartment,1,2,1,700,4.0,11.0,,,,19.24618629328324,72.95651596176785,2.951,3.474,4.704,11.822,12.519,1.978,2.052,25.8,75611.11,85000.0,80.95,6.375,9.0,114.96,0.0,4.89,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,47,25,42,47,81.3,700.0,2.0,,0.364,6.55250788703459,,4.406109305189839,1.9980959022258835,2020-08-15,22857.14,19607.84
PROP-89B93D4B41CC,16800000,Mumbai,Powai,Apartment,2,3,1,810,2.0,14.0,,,,19.088163,72.851057,1.348,2.306,5.093,6.361,7.056,4.222,2.239,35.9,85433.7,71000.0,100.0,5.0714,46.0,124.5,2.7,9.24,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,37.8,45.0,17.0,15,0.8,2,106,55,90,106,63.0,405.0,1.5,,0.143,6.0063531596017325,,4.61512051684126,1.803589220981632,2021-11-15,20740.74,19266.06
PROP-27B31D025699,6500000,Mumbai,Sakinaka,Apartment,2,1,0,250,1.0,,,,,18.878574542454885,72.71309755254707,7.222,7.243,7.639,24.187,4.209,12.917,6.178,10.6,102803.9,60000.0,83.05,11.0769,1696.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,90,48,79,90,96.3,125.0,0.5,,,4.836281906951478,,4.431411859854625,2.49129453705692,2018-05-15,26000.0,12072.43
PROP-60206F9496F1,27000000,Mumbai,Andheri West,Apartment,2,3,0,1250,15.0,21.0,1.0,,,19.128300000000003,72.839224,1.451,6.285,8.136,6.966,4.351,3.647,2.263,27.6,116791.67,80000.0,100.6,3.5556,72.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,95.7,46.0,44.0,4,0.5,0,102,58,95,102,63.7,625.0,1.5,,0.714,6.439350371100098,,4.6210435351443815,1.516357245418059,2020-11-15,21600.0,22967.03
PROP-AF48679DCEF7,37500000,Mumbai,Jogeshwari East,Apartment,3,3,1,1685,11.0,11.0,,,,19.00478779779028,73.06102020630985,5.576,2.68,6.497,8.896,10.395,5.594,5.926,18.2,288785.71,35000.0,79.55,1.12,7.0,108.98,1.4,5.74,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,46.7,60.0,28.0,14,0.714,0,44,23,38,44,76.7,561.667,1.0,0.653,1.0,6.332687978904679,0.5025918188388871,4.388878109622984,0.7514160886839212,2019-08-15,22255.19,20869.155
PROP-D47A3E4DF56E,180000000,Mumbai,Khar West,Apartment,4,5,1,5000,18.0,,,,,19.361596693526288,72.61199383711114,10.175,20.588,14.917,41.096,18.243,20.009,9.208,1.5,343666.67,305000.0,176.62,2.0333,18.0,118.58,1.86,3.07,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Ongoing,75.7,37.0,28.0,8,0.625,1,89,51,84,89,99.0,1250.0,1.25,0.48,,7.131698510466912,0.3920420877760237,5.179646436830358,1.109651135783326,2021-05-15,36000.0,34288.885
PROP-4BB1D7B4A18A,5700000,Mumbai,Vikhroli West,Apartment,1,2,1,450,3.0,7.0,,,,19.30672531493592,72.6090092625994,13.965,15.69,12.521,37.576,19.429,14.049,8.281,1.8,48700.0,56100.0,71.25,11.8105,6.0,103.78,1.13,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,115,64,105,115,67.7,450.0,2.0,,0.429,6.111467339502679,,4.2801323269925415,2.550265147153159,2018-11-15,12666.67,21489.035
PROP-7806FDB9DFEB,28900000,Mumbai,Malad West,Apartment,2,3,1,900,7.0,8.0,,,,18.930284498272066,72.93850671974995,1.234,4.515,2.661,4.52,7.993,3.225,1.265,35.6,54833.33,47000.0,68.49,1.9516,39.0,112.61,1.72,5.63,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,83.3,48.0,40.0,9,0.556,0,159,90,148,159,153.0,450.0,1.5,,0.875,6.111467339502679,,4.241182857326236,1.0823473962020744,2020-02-15,32111.11,18166.665
PROP-04DEB36D2D12,8000000,Mumbai,Mira Road East,Apartment,1,2,0,650,2.0,7.0,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,9.0,1696.0,107.5,1.15,6.25,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,85,48,79,85,90.0,650.0,2.0,,0.286,6.478509642208569,,4.431411859854625,2.302585092994046,2019-05-15,12307.69,10678.245
PROP-0D5ED96E5341,37500000,Mumbai,Jogeshwari East,Apartment,3,3,1,1750,11.0,,,,,19.00478779779028,73.06102020630985,5.576,2.68,6.497,8.896,10.395,5.594,5.926,18.2,288785.71,35000.0,79.55,1.12,7.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,60.0,64.0,15,0.933,1,44,23,39,44,75.7,583.333,1.0,0.657,,6.370471025802306,0.5050087384444258,4.388878109622984,0.7514160886839212,2022-08-15,21428.57,20869.155
PROP-1AFF711E86BC,120000000,Mumbai,Santacruz West,Apartment,4,3,0,1500,12.0,12.0,,,,18.962552550119497,72.71328076192187,2.202,6.085,3.891,19.39,10.09,3.581,1.766,22.3,147750.0,77500.0,119.7,0.775,20.0,140.53,3.03,12.7,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,1,Ongoing,16.3,43.0,7.0,10,0.8,0,112,59,96,112,66.0,375.0,0.75,,1.0,5.929589143389895,,4.793308128103486,0.5738004229273792,2022-11-15,80000.0,30615.38
PROP-8DD8F6784A7C,11000000,Mumbai,Sion,Apartment,1,2,0,510,1.0,11.0,,,,18.93459427285503,72.7928551747959,4.749,11.684,4.293,13.788,2.78,4.403,1.958,15.7,72929.57,42000.0,92.86,4.5818,7.0,102.81,1.89,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,48,26,43,48,75.3,510.0,2.0,,0.091,6.236369590203704,,4.541804310366271,1.719511305020431,2018-08-15,21568.63,21568.63
PROP-53B79C840F99,3800000,Mumbai,Virar West,Apartment,2,2,0,600,3.0,4.0,,,,19.239198932264664,72.74402280889723,2.453,6.097,4.843,21.717,9.27,12.033,5.34,24.5,11531.25,11500.0,22.53,3.6316,16.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,25.5,47.0,12.0,17,0.353,0,85,45,74,85,98.7,300.0,1.0,,0.75,5.707110264748875,,3.158276202739271,1.532902380755981,2020-05-15,6333.33,5781.8099999999995
PROP-B48010D991B5,11500000,Mumbai,Mira Road East,Apartment,2,3,0,1250,6.0,9.0,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,6.2609,1696.0,102.81,1.89,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,48,26,43,48,75.3,625.0,1.5,,0.667,6.439350371100098,,4.431411859854625,1.9825037880955871,2018-08-15,9200.0,10678.245
PROP-AB9147EA488B,13100000,Mumbai,Bandra East,Apartment,1,2,1,450,6.0,11.0,,,,18.79887093721177,72.82172463279016,5.301,8.63,11.661,16.081,10.774,14.71,8.985,12.4,201666.67,180000.0,146.56,16.4885,12.0,106.23,1.94,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,148,81,133,148,146.3,450.0,2.0,0.822,0.545,6.111467339502679,0.5999347988377665,4.994234872728475,2.8615435220593186,2019-02-15,29111.11,28126.985
PROP-1D577093950E,22000000,Mumbai,Mira Road East,Apartment,3,3,1,1604,7.0,11.0,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,3.2727,1696.0,110.41,1.24,5.85,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Ongoing,40.0,45.0,18.0,4,0.5,0,116,66,109,116,69.0,534.667,1.0,0.923,0.636,6.283512699346745,0.6538864666066427,4.431411859854625,1.4522459459125934,2019-11-15,13715.71,10678.245
PROP-846B9B2320EA,13700000,Mumbai,Bhandup West,Apartment,2,3,1,830,6.0,18.0,,,,19.311547673297827,73.05614244004238,9.498,11.762,5.508,14.448,22.396,9.7,2.124,4.0,37136.36,38500.0,61.88,3.3723,22.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,34.5,58.0,20.0,15,0.533,0,117,65,107,117,71.0,415.0,1.5,,0.333,6.030685260261263,,4.141228148120951,1.4752891864413962,2020-11-15,16506.02,14729.95
PROP-258BADBC6F91,3800000,Mumbai,Nalasopara East,Apartment,1,2,0,590,3.0,,,,,18.786543532049528,72.73844996914748,0.516,16.391,12.543,24.173,6.548,18.941,5.993,24.9,14333.33,16000.0,16.0,5.0526,3.0,102.81,1.89,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,48,26,43,48,75.3,590.0,2.0,,,6.3818160174060985,,2.833213344056216,1.8004879317918947,2018-08-15,6440.68,4705.88
PROP-595B39A77033,30000000,Mumbai,Santacruz East,Apartment,2,3,0,858,6.0,7.0,,,East,19.24618629328324,72.95651596176785,2.951,3.474,4.704,11.822,12.519,1.978,2.052,25.8,75611.11,85000.0,80.95,3.4,9.0,103.78,1.13,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,25.9,58.0,15.0,10,0.5,0,119,62,102,119,72.0,429.0,1.5,,0.857,6.063785208687608,,4.406109305189839,1.4816045409242156,2018-11-15,34965.03,19607.84
PROP-2221B16F7464,10000000,Mumbai,Borivali West,Apartment,1,2,1,430,3.0,4.0,,,,18.86840065738881,72.58436989984196,5.908,11.049,7.102,36.068,15.724,6.975,14.855,6.0,42866.67,40000.0,69.09,4.8,30.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,32.6,46.0,15.0,8,0.625,0,85,45,74,85,98.7,430.0,2.0,,0.75,6.066108090103747,,4.249780130512233,1.7578579175523736,2020-05-15,23255.81,20285.715
PROP-7EBEAFD1E396,16500000,Mumbai,Chembur,Apartment,2,3,0,850,3.0,7.0,,,,18.906315232149325,72.86368484120804,1.893,3.645,5.375,8.304,7.872,4.088,2.585,26.8,90900.0,69000.0,84.26,5.0182,50.0,128.64,3.38,10.58,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,141,80,131,141,141.0,425.0,1.5,0.765,0.429,6.054439346269371,0.56815069038526,4.445705411337064,1.7947882112880646,2022-02-15,19411.76,18838.795
PROP-CF586B63FD4E,2200000,Mumbai,Chandansar,Apartment,1,2,1,450,2.0,4.0,,,,18.87202687958753,72.73477381487868,5.235,9.363,5.792,21.749,3.012,12.349,6.97,13.4,102803.9,60000.0,83.05,32.7273,1696.0,121.27,2.25,5.39,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,43,22,37,43,75.3,450.0,2.0,,0.5,6.111467339502679,,4.431411859854625,3.5183075984340744,2021-08-15,4888.89,4848.29
PROP-8E2AD636132F,8600000,Mumbai,Mira Road East,Apartment,2,6,1,800,5.0,,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,8.3721,1696.0,114.96,0.0,4.89,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,41,21,35,41,78.0,400.0,3.0,,,5.993961427306569,,4.431411859854625,2.237737190669717,2020-08-15,10750.0,10678.245
PROP-59A160B0F0A1,8000000,Mumbai,Chembur,Apartment,1,2,0,450,1.0,7.0,,,,18.906315232149325,72.86368484120804,1.893,3.645,5.375,8.304,7.872,4.088,2.585,26.8,90900.0,69000.0,84.26,10.35,50.0,124.5,2.7,9.24,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,66.7,45.0,30.0,5,0.8,1,106,55,90,106,63.0,450.0,2.0,,0.143,6.111467339502679,,4.445705411337064,2.429217743927412,2021-11-15,17777.78,18838.795
PROP-E06BF298F8F1,10500000,Mumbai,Andheri West,Apartment,1,1,0,380,7.0,,,,,19.128300000000003,72.839224,1.451,6.285,8.136,6.966,4.351,3.647,2.263,27.6,116791.67,80000.0,100.6,9.1429,72.0,124.5,2.7,9.24,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,106,55,90,106,63.0,380.0,1.0,,,5.942799375126701,,4.6210435351443815,2.316773953329188,2021-11-15,27631.58,22967.03
PROP-22CD5738FB0E,40000000,Mumbai,Girgaon,Apartment,2,3,0,1400,2.0,4.0,,,,19.302272352863472,72.94884853656221,2.117,9.356,8.91,16.899,17.927,4.311,6.871,16.1,84000.0,85000.0,106.67,2.55,5.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,44,23,39,44,75.7,700.0,1.5,,0.5,6.55250788703459,,4.679070993827626,1.2669476034873244,2022-08-15,28571.43,30535.715
PROP-F6076A6B9E5A,8200000,Mumbai,Dahisar East,Apartment,1,2,1,650,6.0,,,,,18.98280879391612,72.90814501963229,0.557,1.568,4.603,4.769,4.725,3.875,2.803,44.7,24700.0,24000.0,50.88,3.5122,19.0,110.41,1.24,5.85,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,118,66,108,118,70.3,650.0,2.0,,,6.478509642208569,,3.948933359448243,1.5067848394545138,2019-11-15,12615.38,16742.425
PROP-8F83DAA1F399,25100000,Mumbai,Sion,Apartment,3,3,1,995,2.0,6.0,,,,18.93459427285503,72.7928551747959,4.749,11.684,4.293,13.788,2.78,4.403,1.958,15.7,72929.57,42000.0,92.86,2.008,7.0,107.5,1.15,6.25,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,85,48,79,85,90.0,331.667,1.0,,0.333,5.80714198964686,,4.541804310366271,1.1012754060875931,2019-05-15,25226.13,21568.63
PROP-1A7C8EB3CB5B,13500000,Mumbai,Andheri West,Apartment,2,2,0,600,0.0,7.0,,,,19.128300000000003,72.839224,1.451,6.285,8.136,6.966,4.351,3.647,2.263,27.6,116791.67,80000.0,100.6,7.1111,72.0,112.61,1.72,5.63,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,15.4,52.0,8.0,35,0.2,0,158,89,146,158,155.7,300.0,1.0,,0.0,5.707110264748875,,4.6210435351443815,2.09323349394822,2020-02-15,22500.0,22967.03
PROP-309FEC192A95,7850000,Mumbai,Thane West,Apartment,2,3,0,1000,10.0,10.0,,,,19.108377,72.86292449999999,2.185,4.877,6.032,4.407,5.73,6.237,0.879,25.2,102803.9,60000.0,83.05,9.172,1696.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,30.0,50.0,15.0,4,0.0,0,100,53,88,100,108.7,500.0,1.5,,1.0,6.2166061010848646,,4.431411859854625,2.3196388475598733,2020-05-15,7850.0,9005.795
PROP-70D3E173047E,7000000,Mumbai,Virar West,Apartment,2,3,1,969,7.0,7.0,,,North-East,19.239198932264664,72.74402280889723,2.453,6.097,4.843,21.717,9.27,12.033,5.34,24.5,11531.25,11500.0,22.53,1.9714,16.0,116.6,2.13,3.06,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,156,87,143,156,143.0,484.5,1.5,,1.0,6.18517928773138,,3.158276202739271,1.0890332222211154,2021-02-15,7223.94,5781.8099999999995
PROP-CFAD9BEA97E7,8500000,Mumbai,Andheri West,Apartment,1,2,0,460,3.0,4.0,,,,19.128300000000003,72.839224,1.451,6.285,8.136,6.966,4.351,3.647,2.263,27.6,116791.67,80000.0,100.6,11.2941,72.0,110.41,1.24,5.85,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Ongoing,33.3,24.0,8.0,7,0.714,0,116,66,109,116,69.0,460.0,2.0,,0.75,6.133398042996649,,4.6210435351443815,2.509119472500866,2019-11-15,18478.26,22967.03
PROP-215F9FFFF3F0,24000000,Mumbai,Tardeo,Apartment,2,2,1,570,1.0,4.0,,,,19.141284807556016,72.99203246419327,5.091,3.001,4.516,7.045,4.362,4.862,8.167,24.3,61666.67,75000.0,70.48,3.75,3.0,107.5,1.15,6.25,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Ongoing,56.0,25.0,14.0,6,0.333,0,91,52,85,91,94.0,285.0,1.0,1.0,0.25,5.655991810819852,0.6931471805599453,4.269417690291228,1.55814461804655,2019-05-15,42105.26,26746.035
PROP-578D46E2FDC3,10800000,Mumbai,Malad East,Apartment,1,2,0,675,4.0,7.0,,,,19.136530749845065,72.61268998234127,1.418,8.045,11.548,30.709,8.416,5.805,8.848,22.8,61193.55,45000.0,76.0,5.0,31.0,133.19,3.38,12.23,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,21.8,55.0,12.0,16,0.875,3,94,50,82,94,96.0,675.0,2.0,,0.571,6.516193076042964,,4.343805421853684,1.791759469228055,2022-05-15,16000.0,19021.74
PROP-17AC082C8B4A,8000000,Mumbai,Goregaon East,Apartment,1,2,1,450,3.0,,,,,19.065598,72.8688535,2.627,2.896,2.462,5.337,6.49,1.554,1.378,41.0,82100.0,60000.0,78.12,9.0,55.0,118.58,1.86,3.07,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,95,53,87,95,96.7,450.0,2.0,,,6.111467339502679,,4.370965687314457,2.302585092994046,2021-05-15,17777.78,15517.24
PROP-8C1E2D40FE96,11000000,Mumbai,Mulund West,Apartment,1,2,0,440,3.0,,,,,19.15098505901202,72.76433175282244,6.307,5.508,3.041,15.206,4.677,7.388,5.04,23.9,69260.42,56500.0,67.45,6.1636,48.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Completed,100.0,25.0,35.0,10,0.8,0,85,45,74,85,98.7,440.0,2.0,,,6.089044875446846,,4.226103551734458,1.9690126479104475,2020-05-15,25000.0,18874.17
PROP-5DE878BF9AF8,9000000,Mumbai,Chembur,Apartment,1,2,1,565,3.0,7.0,,,,18.906315232149325,72.86368484120804,1.893,3.645,5.375,8.304,7.872,4.088,2.585,26.8,90900.0,69000.0,84.26,9.2,50.0,108.98,1.4,5.74,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,44,25,41,44,77.3,565.0,2.0,,0.429,6.338594078203183,,4.445705411337064,2.322387720290225,2019-08-15,15929.2,18838.795
PROP-F394BEE72895,40000000,Mumbai,Malad East,Apartment,4,3,1,1800,15.0,,,,East,19.136530749845065,72.61268998234127,1.418,8.045,11.548,30.709,8.416,5.805,8.848,22.8,61193.55,45000.0,76.0,1.35,31.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,87.5,40.0,35.0,8,0.375,0,90,48,79,90,96.3,450.0,0.75,,,6.111467339502679,,4.343805421853684,0.8544153281560676,2018-05-15,22222.22,19021.74
PROP-F5AFD4D63F8C,17500000,Mumbai,Dadar East,Apartment,1,2,1,545,6.0,7.0,,,,19.17504730499008,72.67325211972683,2.246,3.696,8.036,25.139,5.288,3.878,2.044,29.1,121000.0,53000.0,120.45,3.6343,5.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,40,21,35,40,72.0,545.0,2.0,,0.857,6.302618975744905,,4.799502655448181,1.5334851628012045,2022-08-15,32110.09,27971.71
PROP-DB42FFDD415B,3300000,Mumbai,Vasai East,Apartment,1,2,1,590,4.0,7.0,,,,18.82434587719112,72.64082092338595,1.794,11.892,8.758,32.375,9.844,13.142,13.504,16.5,11000.0,10000.0,33.33,3.6364,3.0,107.5,1.15,6.25,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Ongoing,65.5,55.0,36.0,16,0.5,0,85,48,79,85,90.0,590.0,2.0,0.686,0.571,6.3818160174060985,0.5223588595796638,3.5360196074696004,1.5339382030324529,2019-05-15,5593.22,5454.155000000001
PROP-64EBE0D11F87,14500000,Mumbai,Ghatkopar West,Apartment,2,2,0,721,0.0,7.0,,,,19.083944629612432,73.13708432520436,6.439,6.388,8.701,13.376,1.666,12.178,4.102,16.1,141250.0,99000.0,91.88,8.1931,8.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,44,23,39,44,75.7,360.5,1.0,,0.0,5.890262041598819,,4.531308337389636,2.2184532026642905,2022-08-15,20110.96,17916.665
PROP-CDC735397EDB,11500000,Mumbai,Borivali East,Apartment,1,2,1,431,4.0,7.0,,,,18.893263438684105,72.87395459192054,0.566,2.591,6.622,7.027,8.833,5.87,1.9,35.2,86333.33,95000.0,83.96,9.913,39.0,103.78,1.13,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Completed,100.0,36.0,37.0,11,0.636,0,119,62,102,119,72.0,431.0,2.0,,0.571,6.068425588244111,,4.442180557493629,2.389954739130953,2018-11-15,26682.13,18771.325
PROP-1684904D779A,5830000,Mumbai,Bhayandar West,Apartment,1,2,1,530,0.0,,1.0,,East,18.81023074345392,73.15069218239162,12.594,7.762,19.169,12.171,18.854,18.145,11.57,3.6,10500.0,10500.0,26.25,2.1612,1.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,100,53,88,100,108.7,530.0,2.0,,,6.274762021241939,,3.305053521109253,1.1509517023486833,2020-05-15,11000.0,9466.86
PROP-DFE9CF752894,20500000,Mumbai,Powai,Apartment,2,2,1,720,18.0,20.0,,,,19.088163,72.851057,1.348,2.306,5.093,6.361,7.056,4.222,2.239,35.9,85433.7,71000.0,100.0,4.1561,46.0,106.23,1.94,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,1,Ongoing,20.3,59.0,12.0,16,0.5,0,148,81,133,148,146.3,360.0,1.0,,0.9,5.8888779583328805,,4.61512051684126,1.6401804797686146,2019-02-15,28472.22,19266.06
PROP-570F8901C102,1000000,Mumbai,Virar East,Apartment,2,1,0,340,4.0,,,,,19.21083156822128,72.68849046769274,2.646,2.206,7.539,25.004,6.693,6.184,4.463,29.6,11000.0,10000.0,18.52,12.0,3.0,128.64,3.38,10.58,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,141,80,131,141,141.0,170.0,0.5,,,5.14166355650266,,2.9714395809849465,2.5649493574615367,2022-02-15,2941.18,3883.5
PROP-51C2146946FF,11000000,Mumbai,Goregaon East,Apartment,1,2,1,525,3.0,7.0,,,,19.065598,72.8688535,2.627,2.896,2.462,5.337,6.49,1.554,1.378,41.0,82100.0,60000.0,78.12,6.5455,55.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,50.0,42.0,21.0,63,0.254,0,100,53,88,100,108.7,525.0,2.0,,0.429,6.26530121273771,,4.370965687314457,2.0209513590764683,2020-05-15,20952.38,15517.24
PROP-9708426545FE,20000000,Mumbai,Chembur,Apartment,2,2,1,751,11.0,15.0,,,,18.906315232149325,72.86368484120804,1.893,3.645,5.375,8.304,7.872,4.088,2.585,26.8,90900.0,69000.0,84.26,4.14,50.0,124.5,2.7,9.24,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Completed,100.0,24.0,58.0,35,0.8,2,106,55,90,106,63.0,375.5,1.0,,0.733,5.930918047239948,,4.445705411337064,1.6370530794670737,2021-11-15,26631.16,18838.795
PROP-EC06200F9573,14000000,Mumbai,Prabhadevi,Apartment,1,2,1,450,5.0,7.0,,,,18.86918847351188,72.76093808890907,4.139,11.737,3.879,19.044,4.076,10.321,4.972,15.5,443961.54,280000.0,191.79,24.0,26.0,110.41,1.24,5.85,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,116,66,109,116,69.0,450.0,2.0,,0.714,6.111467339502679,,5.261601513611377,3.218875824868201,2019-11-15,31111.11,37777.78
