rera_id,developer,project_name,city,locality,project_status,project_start_date,project_completion_date,total_units,sold_units,unsold_units
RERA-WBR-H9354537,Bafna,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,84,62,22
RERA-MHA-H0774556,Bafna,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,282,177,105
RERA-KAR-H7511274,Bafna,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Completed,2014-11-01,2017-09-01,72,59,13
RERA-MHA-H4858273,Bafna,Legacy Heights Phase 9,Pune,Multiple Localities,Completed,2013-06-01,2016-11-01,191,135,56
RERA-MHA-H4264846,Bafna,Legacy Heights Phase 10,Pune,Multiple Localities,Ongoing,2018-03-01,2021-05-01,86,61,25
RERA-MHA-H0364502,Bafna,Legacy Heights Phase 11,Pune,Multiple Localities,Ongoing,2018-11-01,2022-09-01,91,66,25
RERA-KAR-H1014857,Bafna,Legacy Heights Phase 12,Bengaluru,Multiple Localities,Completed,2013-02-01,2015-03-01,171,145,26
RERA-TNR-H9547382,Rajnandini,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,218,146,72
RERA-MHA-H1826676,Rajnandini,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,251,183,68
RERA-MHA-H3831452,Rajnandini,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2016-01-01,2019-01-01,253,151,102
RERA-TNR-H3556231,Rajnandini,Legacy Heights Phase 4,Chennai,Multiple Localities,Ongoing,2019-12-01,2023-11-01,307,205,102
RERA-TNR-H1772349,Rajnandini,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,219,148,71
RERA-WBR-H9344941,Rajnandini,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2017-02-01,2020-03-01,57,45,12
RERA-TNR-H5642474,Durrani,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,234,201,33
RERA-TEL-H1991012,Durrani,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,270,226,44
RERA-TNR-H3340961,Durrani,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2013-10-01,2016-07-01,200,162,38
RERA-MHA-H0543761,Durrani,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2013-02-01,2015-03-01,279,178,101
RERA-WBR-H9916391,Durrani,Legacy Heights Phase 5,Kolkata,Multiple Localities,Ongoing,2019-08-01,2022-03-01,329,223,106
RERA-TNR-H4851221,Durrani,Legacy Heights Phase 6,Chennai,Multiple Localities,Completed,2017-02-01,2020-03-01,227,179,48
RERA-MHA-H0105370,Durrani,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2014-03-01,2016-05-01,281,182,99
RERA-WBR-H9872151,Durrani,Legacy Heights Phase 8,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,142,116,26
RERA-TNR-H8864702,Durrani,Legacy Heights Phase 9,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,173,129,44
RERA-KAR-H0435974,Dhavel,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2018-11-01,2022-09-01,131,79,52
RERA-TNR-H0285214,Dhavel,Legacy Heights Phase 2,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,262,193,69
RERA-KAR-H2324264,Dhavel,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2012-09-01,2015-05-01,92,69,23
RERA-MHA-H6489436,Dhavel,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,296,177,119
RERA-TNR-H9251797,Yukta,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,252,168,84
RERA-TEL-H4636729,Yukta,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,48,39,9
RERA-WBR-H8390325,Yukta,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2017-06-01,2019-11-01,293,237,56
RERA-MHA-H5365480,Yukta,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,99,70,29
RERA-WBR-H8661208,Yukta,Legacy Heights Phase 5,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,174,142,32
RERA-WBR-H9150984,Yukta,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2012-01-01,2014-01-01,137,117,20
RERA-DEL-H3328799,Yukta,Legacy Heights Phase 7,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,295,197,98
RERA-TEL-H8558600,Yukta,Legacy Heights Phase 8,Hyderabad,Multiple Localities,Completed,2012-09-01,2015-05-01,313,259,54
RERA-KAR-H7809805,Yukta,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2017-02-01,2020-03-01,77,69,8
RERA-MHA-H8983615,Yukta,Legacy Heights Phase 10,Mumbai,Multiple Localities,Ongoing,2019-12-01,2023-11-01,242,200,42
RERA-TNR-H7763782,Yukta,Legacy Heights Phase 11,Chennai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,57,41,16
RERA-MHA-H0142311,Magic,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2019-08-01,2022-03-01,126,78,48
RERA-MHA-H3737774,Magic,Legacy Heights Phase 2,Mumbai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,84,50,34
RERA-WBR-H5883569,Magic,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2013-10-01,2016-07-01,294,191,103
RERA-MHA-H2410168,Magic,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,154,110,44
RERA-TEL-H3915419,Magic,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Completed,2015-04-01,2017-07-01,331,278,53
RERA-TNR-H4828726,Matrix,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,178,140,38
RERA-KAR-H3669337,Matrix,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2013-06-01,2016-11-01,57,51,6
RERA-WBR-H5077883,Matrix,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2015-08-01,2019-03-01,242,181,61
RERA-TEL-H3322951,Matrix,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Ongoing,2019-08-01,2022-03-01,127,107,20
RERA-TEL-H7957614,Matrix,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Ongoing,2018-07-01,2021-01-01,82,62,20
RERA-KAR-H3612182,Amrutwel,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,280,221,59
RERA-KAR-H4716503,Amrutwel,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Ongoing,2019-04-01,2022-07-01,322,209,113
RERA-MHA-H9831542,Amrutwel,Legacy Heights Phase 3,Pune,Multiple Localities,Ongoing,2018-03-01,2021-05-01,72,56,16
RERA-WBR-H3692421,Amrutwel,Legacy Heights Phase 4,Kolkata,Multiple Localities,Completed,2017-02-01,2020-03-01,57,44,13
RERA-WBR-H1690686,Amrutwel,Legacy Heights Phase 5,Kolkata,Multiple Localities,Ongoing,2018-03-01,2021-05-01,87,66,21
RERA-DEL-H5244200,Amrutwel,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2012-01-01,2014-01-01,192,149,43
RERA-MHA-H4225624,Amrutwel,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,260,179,81
RERA-TEL-H2594124,Deshmukh,Legacy Heights Phase 1,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,310,226,84
RERA-WBR-H3932247,Deshmukh,Legacy Heights Phase 2,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,246,206,40
RERA-MHA-H8741962,Deshmukh,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2014-07-01,2018-01-01,192,157,35
RERA-WBR-H6135089,Mangalya,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,321,276,45
RERA-MHA-H8065568,Mangalya,Legacy Heights Phase 2,Mumbai,Multiple Localities,Completed,2012-01-01,2014-01-01,202,153,49
RERA-MHA-H6994160,Mangalya,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2012-01-01,2014-01-01,109,98,11
RERA-MHA-H4511231,Mangalya,Legacy Heights Phase 4,Mumbai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,100,86,14
RERA-MHA-H7482237,Mangalya,Legacy Heights Phase 5,Pune,Multiple Localities,Ongoing,2017-10-01,2021-07-01,215,137,78
RERA-DEL-H1554171,Mangalya,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2015-04-01,2017-07-01,254,167,87
RERA-KAR-H2181001,Sanghavi,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Completed,2013-10-01,2016-07-01,204,122,82
RERA-MHA-H5180424,Sanghavi,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,119,107,12
RERA-MHA-H9223901,Sanghavi,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2017-02-01,2020-03-01,246,194,52
RERA-WBR-H5202037,Sanghavi,Legacy Heights Phase 4,Kolkata,Multiple Localities,Ongoing,2017-10-01,2021-07-01,53,42,11
RERA-WBR-H6820472,Sanghavi,Legacy Heights Phase 5,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,193,127,66
RERA-TNR-H6416096,Sanghavi,Legacy Heights Phase 6,Chennai,Multiple Localities,Completed,2012-01-01,2014-01-01,135,112,23
RERA-KAR-H7191123,Sanghavi,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2015-12-01,2018-11-01,260,226,34
RERA-MHA-H5721640,Sanghavi,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,322,280,42
RERA-TNR-H1515418,Unicon,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2014-11-01,2017-09-01,198,168,30
RERA-TEL-H5652834,Unicon,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2014-03-01,2016-05-01,274,238,36
RERA-WBR-H6703968,Unicon,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,47,41,6
RERA-KAR-H8641866,Unicon,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,229,162,67
RERA-TNR-H4662975,Unicon,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,165,120,45
RERA-MHA-H3840106,Unicon,Legacy Heights Phase 6,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,118,94,24
RERA-MHA-H8749750,Aple,Legacy Heights Phase 1,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,77,54,23
RERA-MHA-H0943756,Aple,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,315,207,108
RERA-KAR-H7856511,Aple,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,61,40,21
RERA-TEL-H5986227,Aple,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Completed,2015-12-01,2018-11-01,281,241,40
RERA-MHA-H9935217,Radhika,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2013-02-01,2015-03-01,208,183,25
RERA-TNR-H8013493,Radhika,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2017-02-01,2020-03-01,213,142,71
RERA-WBR-H5806454,Radhika,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2018-11-01,2022-09-01,311,220,91
RERA-MHA-H4462477,Radhika,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2017-06-01,2019-11-01,223,133,90
RERA-TEL-H0523347,Radhika,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Completed,2015-04-01,2017-07-01,250,150,100
RERA-MHA-H2180038,Radhika,Legacy Heights Phase 6,Mumbai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,294,235,59
RERA-TEL-H7096826,Radhika,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2014-03-01,2016-05-01,92,68,24
RERA-MHA-H7632568,Radhika,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,133,115,18
RERA-TEL-H5594729,Radhika,Legacy Heights Phase 9,Hyderabad,Multiple Localities,Completed,2013-06-01,2016-11-01,317,215,102
RERA-WBR-H6291538,Radhika,Legacy Heights Phase 10,Kolkata,Multiple Localities,Completed,2014-03-01,2016-05-01,118,106,12
RERA-DEL-H3975393,Radhika,Legacy Heights Phase 11,Delhi,Multiple Localities,Completed,2013-10-01,2016-07-01,217,184,33
RERA-TEL-H9923292,Radhika,Legacy Heights Phase 12,Hyderabad,Multiple Localities,Completed,2016-09-01,2020-05-01,46,36,10
RERA-TNR-H9485669,Radhika,Legacy Heights Phase 13,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,182,154,28
RERA-MHA-H3112550,Radhika,Legacy Heights Phase 14,Mumbai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,262,225,37
RERA-MHA-H7437652,Aaradhya,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2016-05-01,2018-09-01,174,133,41
RERA-DEL-H9200422,Aaradhya,Legacy Heights Phase 2,Delhi,Multiple Localities,Ongoing,2018-07-01,2021-01-01,144,125,19
RERA-WBR-H8510423,Aaradhya,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2019-12-01,2023-11-01,116,74,42
RERA-TNR-H9725453,Aaradhya,Legacy Heights Phase 4,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,106,80,26
RERA-MHA-H3341964,Aaradhya,Legacy Heights Phase 5,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,326,254,72
RERA-TNR-H6796716,Aaradhya,Legacy Heights Phase 6,Chennai,Multiple Localities,Completed,2016-01-01,2019-01-01,236,151,85
RERA-MHA-H1019046,Aaradhya,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2018-03-01,2021-05-01,311,233,78
RERA-TNR-H5607980,Aaradhya,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2016-01-01,2019-01-01,332,268,64
RERA-MHA-H2903120,Aaradhya,Legacy Heights Phase 9,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,62,52,10
RERA-MHA-H5604399,Aaradhya,Legacy Heights Phase 10,Mumbai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,213,129,84
RERA-TNR-H3620752,Kakade,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2012-01-01,2014-01-01,139,91,48
RERA-MHA-H5526265,Kakade,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2013-02-01,2015-03-01,42,33,9
RERA-MHA-H6281040,Kakade,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2012-09-01,2015-05-01,195,146,49
RERA-MHA-H4565191,Kakade,Legacy Heights Phase 4,Pune,Multiple Localities,Ongoing,2019-08-01,2022-03-01,65,41,24
RERA-TEL-H9958359,Kakade,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Ongoing,2019-08-01,2022-03-01,195,138,57
RERA-DEL-H0339007,Kakade,Legacy Heights Phase 6,Delhi,Multiple Localities,Ongoing,2019-04-01,2022-07-01,335,254,81
RERA-DEL-H6875424,Soham,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2012-09-01,2015-05-01,250,215,35
RERA-MHA-H1436632,Soham,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,308,240,68
RERA-KAR-H1682121,Soham,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2013-02-01,2015-03-01,184,110,74
RERA-MHA-H7823075,Unicorn,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2015-12-01,2018-11-01,299,188,111
RERA-WBR-H0554803,Unicorn,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2015-04-01,2017-07-01,300,195,105
RERA-DEL-H3541529,Unicorn,Legacy Heights Phase 3,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,101,61,40
RERA-TNR-H7520894,Sanjay,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,84,50,34
RERA-TEL-H0638507,Sanjay,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2015-04-01,2017-07-01,236,165,71
RERA-MHA-H9896362,Sanjay,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2014-03-01,2016-05-01,145,111,34
RERA-TNR-H7689215,Sanjay,Legacy Heights Phase 4,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,127,80,47
RERA-TNR-H4413966,Sanjay,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,228,168,60
RERA-DEL-H9220382,Sanjay,Legacy Heights Phase 6,Delhi,Multiple Localities,Ongoing,2018-03-01,2021-05-01,182,145,37
RERA-KAR-H4927210,Sanjay,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2014-07-01,2018-01-01,178,128,50
RERA-WBR-H9441842,Sanjay,Legacy Heights Phase 8,Kolkata,Multiple Localities,Completed,2014-11-01,2017-09-01,156,129,27
RERA-WBR-H4933310,Sanjay,Legacy Heights Phase 9,Kolkata,Multiple Localities,Ongoing,2018-03-01,2021-05-01,273,210,63
RERA-TEL-H4245866,Sanjay,Legacy Heights Phase 10,Hyderabad,Multiple Localities,Completed,2014-11-01,2017-09-01,81,70,11
RERA-WBR-H7506906,Sanjay,Legacy Heights Phase 11,Kolkata,Multiple Localities,Completed,2014-11-01,2017-09-01,337,246,91
RERA-DEL-H8234723,Sanjay,Legacy Heights Phase 12,Delhi,Multiple Localities,Completed,2015-04-01,2017-07-01,42,32,10
RERA-DEL-H2785831,Sanjay,Legacy Heights Phase 13,Delhi,Multiple Localities,Ongoing,2019-12-01,2023-11-01,156,138,18
RERA-WBR-H2998832,Sanjay,Legacy Heights Phase 14,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,261,211,50
RERA-TNR-H3186672,Punyai,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2012-01-01,2014-01-01,194,128,66
RERA-TNR-H9906440,Punyai,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2012-09-01,2015-05-01,303,196,107
RERA-WBR-H6018295,Punyai,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2019-08-01,2022-03-01,58,46,12
RERA-MHA-H7288920,Punyai,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2012-01-01,2014-01-01,254,170,84
RERA-WBR-H5352164,Punyai,Legacy Heights Phase 5,Kolkata,Multiple Localities,Completed,2016-05-01,2018-09-01,48,36,12
RERA-WBR-H8065258,Punyai,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2014-03-01,2016-05-01,60,40,20
RERA-TEL-H2577662,Punyai,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Ongoing,2018-03-01,2021-05-01,219,190,29
RERA-MHA-H1349994,Punyai,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2014-07-01,2018-01-01,59,47,12
RERA-KAR-H6045998,Punyai,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Ongoing,2018-07-01,2021-01-01,329,273,56
RERA-DEL-H4489966,Shriniwas,Legacy Heights Phase 1,Delhi,Multiple Localities,Ongoing,2018-11-01,2022-09-01,66,41,25
RERA-TNR-H8243954,Shriniwas,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2014-07-01,2018-01-01,334,297,37
RERA-DEL-H2166975,Shriniwas,Legacy Heights Phase 3,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,231,198,33
RERA-TNR-H7735540,Shriniwas,Legacy Heights Phase 4,Chennai,Multiple Localities,Completed,2016-01-01,2019-01-01,182,138,44
RERA-MHA-H2967413,Sukhakarta,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2017-06-01,2019-11-01,111,79,32
RERA-DEL-H5447703,Sukhakarta,Legacy Heights Phase 2,Delhi,Multiple Localities,Ongoing,2019-04-01,2022-07-01,125,106,19
RERA-MHA-H1951899,Sukhakarta,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2015-04-01,2017-07-01,289,187,102
RERA-TNR-H5545565,Sukhakarta,Legacy Heights Phase 4,Chennai,Multiple Localities,Completed,2017-02-01,2020-03-01,185,138,47
RERA-KAR-H6876231,Sukhakarta,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Ongoing,2019-04-01,2022-07-01,217,173,44
RERA-TNR-H0054063,Sukhakarta,Legacy Heights Phase 6,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,63,50,13
RERA-TEL-H2128108,Sukhakarta,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,140,106,34
RERA-MHA-H3234335,Sukhakarta,Legacy Heights Phase 8,Pune,Multiple Localities,Ongoing,2019-12-01,2023-11-01,262,165,97
RERA-KAR-H6932236,Sukhakarta,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,124,102,22
RERA-MHA-H1502132,Sukhakarta,Legacy Heights Phase 10,Mumbai,Multiple Localities,Completed,2016-05-01,2018-09-01,159,109,50
RERA-KAR-H7896703,Sukhakarta,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Ongoing,2019-04-01,2022-07-01,72,53,19
RERA-KAR-H1569307,Sukhakarta,Legacy Heights Phase 12,Bengaluru,Multiple Localities,Completed,2015-12-01,2018-11-01,314,229,85
RERA-KAR-H1635748,Sukhakarta,Legacy Heights Phase 13,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,334,237,97
RERA-WBR-H7533824,Sukhakarta,Legacy Heights Phase 14,Kolkata,Multiple Localities,Completed,2012-05-01,2015-09-01,132,97,35
RERA-WBR-H8288019,Mahadev,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,121,98,23
RERA-DEL-H6725998,Mahadev,Legacy Heights Phase 2,Delhi,Multiple Localities,Ongoing,2018-03-01,2021-05-01,210,180,30
RERA-TNR-H4612450,Mahadev,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2014-07-01,2018-01-01,41,30,11
RERA-DEL-H5823581,Mahadev,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2017-02-01,2020-03-01,288,230,58
RERA-TNR-H2091236,Mahadev,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2016-09-01,2020-05-01,46,31,15
RERA-TNR-H4681038,Mahadev,Legacy Heights Phase 6,Chennai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,99,59,40
RERA-TEL-H8963372,Mahadev,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2016-09-01,2020-05-01,337,262,75
RERA-TNR-H1271485,Mahadev,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,314,200,114
RERA-MHA-H6707521,Mahadev,Legacy Heights Phase 9,Mumbai,Multiple Localities,Completed,2013-06-01,2016-11-01,192,142,50
RERA-KAR-H4394988,Mahadev,Legacy Heights Phase 10,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,248,163,85
RERA-KAR-H8132278,Shankar,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2018-11-01,2022-09-01,63,37,26
RERA-TNR-H6021963,Shankar,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2015-04-01,2017-07-01,93,60,33
RERA-TNR-H6667577,Shankar,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2013-02-01,2015-03-01,160,102,58
RERA-TEL-H2921687,Shankar,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Ongoing,2019-08-01,2022-03-01,307,264,43
RERA-KAR-H7747256,Shankar,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Completed,2012-09-01,2015-05-01,293,234,59
RERA-KAR-H3684386,Shankar,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,54,35,19
RERA-WBR-H4000797,Shankar,Legacy Heights Phase 7,Kolkata,Multiple Localities,Ongoing,2017-10-01,2021-07-01,87,77,10
RERA-DEL-H6431243,Shankar,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,157,98,59
RERA-WBR-H2271350,Shankar,Legacy Heights Phase 9,Kolkata,Multiple Localities,Ongoing,2018-03-01,2021-05-01,205,141,64
RERA-TNR-H2424892,Shankar,Legacy Heights Phase 10,Chennai,Multiple Localities,Completed,2016-09-01,2020-05-01,274,172,102
RERA-WBR-H6739653,Savera,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2017-02-01,2020-03-01,317,199,118
RERA-TNR-H6824313,Savera,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2013-06-01,2016-11-01,92,55,37
RERA-TNR-H4148957,Savera,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,306,260,46
RERA-WBR-H5756082,CGHS,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2014-07-01,2018-01-01,97,64,33
RERA-MHA-H8256109,CGHS,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2017-06-01,2019-11-01,189,160,29
RERA-KAR-H2648505,CGHS,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2013-06-01,2016-11-01,86,67,19
RERA-MHA-H3673018,CGHS,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,240,168,72
RERA-TNR-H3598350,CGHS,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,286,205,81
RERA-MHA-H1917728,CGHS,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,56,45,11
RERA-WBR-H9920005,CGHS,Legacy Heights Phase 7,Kolkata,Multiple Localities,Completed,2017-02-01,2020-03-01,307,257,50
RERA-MHA-H5978065,CGHS,Legacy Heights Phase 8,Mumbai,Multiple Localities,Completed,2013-10-01,2016-07-01,147,91,56
RERA-TEL-H9230884,CGHS,Legacy Heights Phase 9,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,253,194,59
RERA-MHA-H3688496,CGHS,Legacy Heights Phase 10,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,132,102,30
RERA-TEL-H6631754,Tarun,Legacy Heights Phase 1,Hyderabad,Multiple Localities,Completed,2014-03-01,2016-05-01,273,174,99
RERA-MHA-H8922587,Tarun,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2015-12-01,2018-11-01,96,84,12
RERA-TEL-H1661257,Tarun,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2013-06-01,2016-11-01,223,189,34
RERA-DEL-H6310676,Tarun,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2016-09-01,2020-05-01,211,141,70
RERA-KAR-H5038863,Tarun,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,265,214,51
RERA-MHA-H6271276,Tarun,Legacy Heights Phase 6,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,79,54,25
RERA-MHA-H0467200,Tarun,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,287,203,84
RERA-WBR-H9711906,Tarun,Legacy Heights Phase 8,Kolkata,Multiple Localities,Completed,2014-11-01,2017-09-01,316,195,121
